account_id,max_withdrawal,avg_withdrawal,min_withdrawal
449,10750,1141.693023255814,14.6
450,4100,1657.58,14.6
451,4300,2358.3333333333335,800
452,49000,8148.626315789474,14.6
454,14080,3155.157894736843,14.6
455,12300,4380.6892857142875,14.6
456,63900,14625.20609756099,14.6
458,16200,5101.901754385965,14.6
459,3500,1448.0,200
460,7400,2015.066666666668,14.6
461,8100,1538.4714285714297,14.6
462,28640,5956.189705882349,14.6
463,22700,6785.584848484847,14.6
465,11700,5063.5021897810175,14.6
466,1600,1600.0,1600
467,14200,2711.1049382716037,14.6
468,23000,7367.875000000001,14.6
470,7400,1744.2107142857144,14.6
471,12100,1808.1262135922336,14.6
473,4200,4200.0,4200
474,5800,1117.728205128205,14.6
477,19700,3033.368461538459,14.6
478,36320,7430.141304347822,14.6
479,3660,1031.4959999999999,14.6
481,4900,1375.3,14.6
484,13400,1654.1696969696975,14.6
485,58900,6216.0,100
486,14800,2543.3043478260865,14.6
487,42900,9181.955555555556,14.6
489,19200,4619.465432098762,14.6
490,2800,1015.7555555555552,14.6
491,18000,6601.700000000002,14.6
492,9200,2274.2254901960796,14.6
493,25120,6407.949450549447,14.6
494,54700,7516.714553990616,14.6
496,7300,2052.90612244898,14.6
497,46240,6006.650602409634,14.6
498,40800,7340.599999999995,14.6
500,62500,16580.68780487805,14.6
501,22300,5207.687500000001,14.6
503,10300,5162.92,14.6
504,6120,1069.7851239669428,14.6
506,12700,4034.585714285714,14.6
507,4320,2073.6499999999996,14.6
510,57500,4534.398058252427,30
511,58400,19078.65,14.6
514,12800,4859.65,14.6
515,6000,1515.7709090909093,14.6
516,5700,2212.918181818182,14.6
517,23600,7158.616541353379,14.6
518,5850,1452.6574468085114,14.6
519,13600,2062.6707964601783,14.6
520,8670,1278.3956521739135,14.6
521,53700,13352.67352941176,14.6
522,9600,3016.3200000000006,14.6
523,23100,3993.266086956519,14.6
524,19600,5498.706666666663,14.6
526,9800,6582.92,14.6
530,6600,6600.0,6600
531,2144,953.5199999999998,14.6
532,25000,7276.923076923077,1600
533,11700,2290.7146666666677,14.6
535,19800,4011.970731707315,14.6
538,5300,1500.8710526315797,14.6
539,54100,9419.08596491228,1.6
540,34600,3070.293203883495,14.6
541,22800,3837.736936936935,14.6
542,8550,1549.19120879121,14.6
543,4400,837.8666666666671,14.6
544,26700,7483.673913043478,14.6
545,27200,3658.5107438016507,14.6
548,9850,1322.5400000000009,14.6
551,22700,2936.2823529411785,14.6
552,5000,1438.8541353383469,14.6
553,21500,2561.4857142857154,14.6
554,16000,1635.5238095238096,14.6
555,35800,4473.295319148934,14.6
557,2050,1012.0559999999998,14.6
558,8500,2817.0923076923073,14.6
559,6800,1678.7213333333343,14.6
560,16700,3295.1319148936177,14.6
562,21100,2940.251162790697,14.6
563,7700,3148.0724409448803,14.6
565,3509,1759.1619047619045,14.6
567,2700,832.3,14.6
568,28300,5276.493877551022,14.6
569,400,400.0,400
571,3255,1434.9,14.6
572,21500,3832.3112359550537,14.6
573,12400,6400.0,400
574,61600,12461.015714285722,14.6
575,10400,2420.372519083969,14.6
576,12500,2005.6848484848495,14.6
577,13000,3564.587368421052,14.6
580,8900,3703.3428571428567,14.6
582,7650,1554.7183098591556,14.6
584,3200,1822.7666666666667,14.6
586,16500,2681.7200000000007,14.6
587,4300,4300.0,4300
588,8600,1685.6017241379302,14.6
590,13500,5378.2947368421055,14.6
593,17000,5902.085714285714,14.6
594,3180,968.6542372881352,14.6
596,35040,6355.169696969694,14.6
597,21700,5602.847058823526,14.6
601,5790,1040.9338983050854,14.6
602,7200,2233.818181818182,14.6
603,9400,4709.618181818181,14.6
604,15300,3289.282105263157,14.6
607,3600,1005.9359999999998,14.6
608,3840,1451.2178571428574,14.6
609,1440,537.1312977099235,14.6
610,33200,10108.51232876712,14.6
612,1936,963.5333333333334,14.6
613,14100,6866.666666666667,700
615,1787,739.0000000000001,14.6
616,9500,1931.198437500001,14.6
617,34500,17025.0,3600
618,26400,12733.333333333334,500
619,63700,8850.753623188406,30
620,3100,1400.0,100
621,27900,8759.458823529412,14.6
623,3400,748.3269461077849,14.6
624,60900,12932.846616541357,14.6
625,32400,8066.960000000003,14.6
626,16160,2257.340170940172,14.6
627,24100,5921.332240437155,14.6
628,5760,1787.2862745098053,14.6
629,9800,1221.8557692307697,14.6
630,7400,1220.3317460317471,14.6
631,5600,1652.2941176470586,14.6
632,1600,616.2923076923078,14.6
633,11950,2113.2095238095235,14.6
635,52500,4145.88639455782,0.2
637,6400,3750.0,1100
638,15680,3823.8074074074075,14.6
640,3840,1514.1518518518528,14.6
646,8600,3656.8551724137938,14.6
648,29800,5198.439370078737,14.6
649,62400,10684.326000000001,0.6
650,9300,1899.1000000000008,14.6
651,20200,4923.541176470585,14.6
652,23040,4328.914999999996,14.6
654,11500,1903.1794117647066,14.6
655,27500,3702.69931972789,14.6
656,10400,7633.333333333333,5100
657,11200,1498.9828220858906,14.6
658,3200,1435.3545454545451,14.6
660,17760,5113.770588235296,14.6
662,6700,2071.937500000001,14.6
665,16100,2605.483333333334,14.6
669,1947,913.5428571428572,14.6
674,6950,1454.2787878787876,14.6
676,5880,2254.1000000000004,14.6
678,11800,1682.8256684491973,14.6
683,26100,12013.228571428572,14.6
684,1936,788.1800000000001,14.6
685,31200,8242.03125,30
686,12600,2168.3539748953954,14.6
687,13000,5070.4875,14.6
688,8250,1252.193220338984,14.6
689,45900,6363.589743589744,14.6
690,23000,10849.514285714287,14.6
691,9100,2926.18947368421,14.6
692,21700,14700.0,7700
693,38240,5070.950458715594,14.6
695,20000,9567.911111111112,14.6
697,26720,6269.0560975609715,14.6
698,14300,9000.0,3700
699,73800,14996.619469026564,14.6
700,5900,1287.730508474577,14.6
701,36900,2181.1428571428587,14.6
702,4100,1576.560000000001,14.6
704,24640,3960.7045045045015,14.6
706,20000,7992.184615384616,14.6
708,2600,1125.0,100
709,54200,7740.86279069767,14.6
710,3440,1585.8720000000008,14.6
711,18720,3072.374757281553,14.6
712,34000,34000.0,34000
715,9400,6233.333333333333,4600
716,26560,7625.156521739126,14.6
717,22100,5936.452229299359,14.6
719,7380,1078.229824561404,14.6
720,5700,2311.44255319149,14.6
721,6750,1009.9592592592597,14.6
725,2612,1007.0222222222224,14.6
726,6300,2128.475510204083,14.6
728,6200,2355.6850000000004,14.6
730,61300,12482.06944444445,14.6
731,3840,1478.2666666666664,14.6
732,14700,6322.200000000002,14.6
733,60700,11604.820895522387,30
734,2228,988.7500000000001,14.6
737,7350,1577.646153846155,14.6
738,25300,4212.943589743587,14.6
739,26700,10811.117647058825,14.6
740,2800,1346.6666666666667,100
741,27100,3125.1128205128216,14.6
742,4900,1326.8260000000007,14.6
743,3840,1433.4383838383849,14.6
744,11350,1717.79589041096,14.6
746,4300,1646.2291666666667,14.6
747,8160,1824.326829268294,14.6
748,14400,3280.027027027025,14.6
750,28960,4824.6524822695,14.6
751,3900,1325.0883720930242,14.6
753,4200,2800.0,1400
754,7100,1429.2852459016394,14.6
756,1000,500.0,100
757,8100,1908.5709090909093,14.6
759,8220,1015.8522388059708,14.6
761,3800,1445.4545454545455,100
762,5600,2030.6774193548383,14.6
763,15040,3718.9970588235306,14.6
764,14200,1988.912857142858,14.6
766,22900,8137.317647058825,14.6
767,22000,3282.025806451612,14.6
770,5900,5900.0,5900
771,19700,5665.194594594595,14.6
772,30600,4349.842537313432,14.6
773,29000,3067.87068062827,0.6
774,26600,2822.1196721311467,14.6
775,22000,4528.466019417473,14.6
776,20100,5498.790000000001,14.6
779,18200,11900.0,8200
780,20700,7796.757894736843,14.6
781,2054,935.3355932203388,14.6
784,25200,3904.687755102039,14.6
786,28000,3766.73432835821,14.6
787,10000,1971.27323943662,14.6
788,4200,1470.8666666666668,14.6
789,7100,1842.2499999999998,14.6
790,36500,7468.908571428573,14.6
791,4900,1609.1166666666666,14.6
793,3500,610.6539130434787,14.6
795,21800,2176.5387096774202,14.6
797,16800,16800.0,16800
798,2300,1126.0285714285715,14.6
799,4800,2073.3333333333335,300
802,8950,1408.0625000000005,14.6
803,28000,5090.969230769233,14.6
804,5900,1719.7199999999998,14.6
807,14500,6668.454545454545,30
808,18700,5049.245161290322,6.8
809,21200,7640.760000000001,14.6
810,4400,1466.4516129032256,14.6
812,22300,14566.666666666666,8200
813,24322,4360.941463414635,14.6
815,4560,915.0963636363641,14.6
816,52900,10126.164705882351,14.6
817,23800,6523.961111111112,14.6
819,23200,8087.366666666665,14.6
820,9400,3269.02380952381,14.6
821,5800,1209.5199999999998,14.6
824,9100,3632.7647058823527,14.6
827,2260,1173.84,14.6
830,22880,6815.905263157889,14.6
832,2135,976.9714285714288,14.6
833,5900,5900.0,5900
836,9300,3662.2666666666664,14.6
837,24000,6196.886524822691,14.6
838,4500,2021.4285714285713,100
839,26800,7523.991549295772,14.6
840,26100,8303.233333333335,14.6
841,5200,1514.4459016393455,14.6
842,6200,1777.437735849057,14.6
844,62400,10901.258904109594,14.6
846,49500,22425.466666666667,14.6
847,5700,2271.5333333333333,14.6
848,10900,3255.7666666666664,14.6
849,27900,10590.633333333333,14.6
851,57300,8535.215748031495,14.6
853,15900,4779.520000000001,14.6
854,9900,1922.3738317757015,14.6
855,28640,4340.427027027024,14.6
856,15300,2987.912820512821,14.6
857,6100,1703.257731958764,14.6
858,24800,11195.800000000001,14.6
860,13300,3888.040243902436,14.6
861,17700,4191.003243243241,14.6
862,65100,11391.876923076923,30
863,56500,11105.83350785341,14.6
865,4700,1015.1875000000001,14.6
866,28100,2074.9529032258047,14.6
870,7900,2500.35806451613,14.6
871,26100,16050.0,1600
874,18700,5942.958333333333,30
875,6000,2043.8333333333337,14.6
877,6300,2072.907692307692,14.6
878,25300,12185.800000000001,14.6
882,26880,3419.6359281437094,14.6
883,19700,3504.652808988762,14.6
884,4170,1071.5443298969076,14.6
885,25500,4664.1403141361225,14.6
886,27900,5028.68903225806,14.6
887,10550,1744.1495327102818,14.6
890,12320,2390.928662420381,14.6
891,2600,982.7250000000001,14.6
892,11050,1433.8714285714295,14.6
893,37600,7878.698039215684,14.6
894,14400,2156.6488888888894,14.6
895,1454,664.0761904761906,14.6
896,11400,2935.8098360655745,14.6
897,64500,7834.0178010471245,14.6
898,19600,5722.840000000001,14.6
899,22798,6584.470909090905,14.6
900,9900,3107.7333333333327,14.6
901,3920,1318.3674418604658,14.6
902,12320,1675.3431192660541,14.6
903,8790,1342.7271186440687,14.6
904,22600,6883.717241379305,14.6
907,5370,1271.110400000001,14.6
908,28000,2091.5425000000014,14.6
911,26000,20050.0,14100
913,13800,4632.410526315791,14.6
914,5910,1111.1780000000008,14.6
915,50600,14689.884210526317,14.6
916,18100,12766.666666666666,6900
917,5900,2729.226315789474,14.6
922,7360,1259.8459770114946,14.6
923,10050,1782.4636363636362,14.6
924,6000,1295.5631578947366,14.6
925,20100,5999.341496598635,14.6
928,9800,2458.2222222222213,14.6
929,7800,2806.484931506848,14.6
930,20960,4147.7020408163235,14.6
931,9440,1096.46274509804,14.6
932,2793,893.05,14.6
933,4800,1831.3999999999999,14.6
936,3760,1094.3619047619047,14.6
937,5500,1250.4914285714283,14.6
939,2910,980.8794117647058,14.6
940,56800,11169.73793103448,14.6
941,8000,2289.1510638297887,14.6
942,31100,2335.3405940594075,14.6
943,8670,1010.524812030076,14.6
944,18700,4744.176608187131,14.6
945,21700,11366.666666666666,1500
946,21700,7675.700000000002,14.6
947,5280,1297.1963636363646,14.6
949,24812,7181.580000000002,14.6
950,33120,5885.530827067665,14.6
951,3120,1407.4909090909093,14.6
953,4800,816.5929824561401,14.6
954,4900,1326.0999999999997,14.6
955,11900,5982.433333333333,14.6
956,27800,2432.410869565219,14.6
957,7230,1263.9586206896547,14.6
958,3990,1851.9714285714288,14.6
959,4900,1303.4416666666666,14.6
960,40300,14564.3125,100
962,14816,5541.0199999999995,14.6
963,19400,13766.666666666666,8700
964,27600,2891.5700000000015,14.6
965,7300,1720.9015873015883,14.6
967,32500,21400.0,8000
968,12500,3938.6324324324337,14.6
969,31400,3270.92207792208,14.6
971,8600,5014.92,14.6
973,10100,1843.7757575757582,14.6
974,33900,9433.088888888882,14.6
976,17800,7509.507142857145,14.6
977,15040,4013.8726114649644,14.6
978,11900,1827.4439024390254,14.6
979,20800,5078.252631578944,14.6
981,24400,5460.513636363635,14.6
982,16800,1012.7595505617984,14.6
984,9200,4777.171428571428,14.6
985,6210,1093.6650000000002,14.6
986,5900,1727.493333333333,14.6
987,9100,5633.333333333333,1800
988,7100,1938.612987012988,14.6
989,4000,1248.1952000000006,14.6
990,19900,6635.8615384615405,14.6
991,26080,5699.88301886792,14.6
992,20000,2373.6800000000003,14.6
994,20900,3578.31794871795,14.6
995,3120,805.7090909090907,14.6
998,35800,7349.186764705878,14.6
1000,32600,5465.336200716849,14.6
1002,2100,2100.0,2100
1003,9300,5600.0,1900
1005,58000,9790.369047619048,30
1006,8190,671.6492753623194,14.6
1007,21100,4871.533333333333,14.6
1009,63600,11652.545454545454,30
1010,59300,10322.592499999997,14.6
1011,16100,5782.955000000001,14.6
1012,18200,10233.333333333334,1400
1013,2081,888.5333333333334,14.6
1014,3200,1024.1142857142859,14.6
1016,24400,4614.926136363633,14.6
1017,29200,4798.646031746029,14.6
1018,5400,1063.8000000000009,14.6
1019,20960,3751.447908745244,14.6
1020,4000,716.56,10
1022,45300,7182.648148148148,30
1023,24300,8057.766666666662,14.6
1028,1800,1266.6666666666667,700
1029,32800,9066.115384615387,14.6
1030,5600,1428.9349999999997,14.6
1031,15500,3614.353488372093,14.6
1032,64600,14749.767295597496,14.6
1036,25300,8148.906666666668,14.6
1038,4590,734.2399999999998,14.6
1039,59900,11986.514285714286,30
1040,19900,12600.0,3300
1042,29200,4583.027586206894,14.6
1044,15900,3628.582978723405,14.6
1045,5400,1725.8933333333332,14.6
1046,16000,3828.025806451614,14.6
1047,6000,2279.072727272728,14.6
1048,4900,1890.1666666666679,14.6
1050,28600,6925.896551724138,100
1051,15100,4891.449504950492,14.6
1052,28500,3218.536470588236,14.6
1053,31840,2552.489763779527,14.6
1054,18560,2931.910303030301,14.6
1057,8100,1585.6477064220194,14.6
1058,16800,6879.836363636365,14.6
1059,4200,801.4126984126982,14.6
1062,25200,6778.40137931034,14.6
1063,4900,2750.0,600
1065,22700,2013.3500000000017,14.6
1066,44700,17275.0,900
1067,36900,18178.2,14.6
1069,3520,1530.0902654867268,14.6
1070,16800,6634.577777777779,14.6
1071,42600,10181.4,30
1073,11200,2100.077669902914,14.6
1074,22300,8620.316666666668,14.6
1075,9100,1982.4490566037741,14.6
1076,12400,3033.8660194174754,14.6
1077,29300,2533.8470588235286,14.6
1078,5700,2657.4571428571426,14.6
1079,42600,7949.204225352111,14.6
1080,39520,6840.055384615381,14.6
1082,6300,2078.3999999999996,14.6
1086,1376,360.65,14.6
1087,21800,11132.742857142859,14.6
1088,9350,1645.6528301886804,14.6
1089,19000,3509.400000000001,14.6
1090,2900,2900.0,2900
1091,2900,1372.7272727272727,300
1092,15200,3575.812903225807,14.6
1094,1600,902.32,14.6
1097,20000,6532.63076923077,14.6
1098,13850,1467.2000000000007,14.6
1102,9200,2800.1130434782604,14.6
1103,27700,9487.292307692307,14.6
1104,16600,5310.206060606062,14.6
1105,8200,2425.19633027523,14.6
1106,18000,5445.4,30
1107,8700,1702.3081481481493,14.6
1108,5700,1080.5770491803275,14.6
1109,22400,7027.896969696967,14.6
1111,25000,8376.254545454547,14.6
1112,45440,7225.472413793101,14.6
1113,3900,3900.0,3900
1114,61100,7780.310924369748,30
1115,3840,1019.8449275362326,14.6
1116,14240,3976.2287878787847,14.6
1118,20100,2138.6878048780477,14.6
1120,9200,1343.4853146853156,14.6
1121,19400,8039.885714285716,14.6
1122,14200,3489.6390243902447,14.6
1123,14200,3962.421556886225,14.6
1124,63600,11805.015384615383,14.6
1126,6300,1725.7418439716325,14.6
1127,29900,6580.504597701149,14.6
1128,11850,1730.8929824561412,14.6
1129,31040,5888.721276595743,14.6
1132,61200,13757.318181818182,30
1133,9700,1295.5196721311484,14.6
1134,11400,2997.383333333331,14.6
1135,3800,1356.8434782608692,14.6
1136,30800,6697.314427860699,14.6
1137,2500,966.1519999999999,14.6
1139,21400,8550.0,1700
1142,5400,1244.9687499999998,14.6
1144,5220,1057.8671532846724,14.6
1145,4050,704.1155844155849,14.6
1146,22500,4945.829545454542,14.6
1147,34560,8141.271317829453,14.6
1149,8200,3257.1428571428573,100
1151,26100,6934.294915254236,14.6
1152,3990,1023.107692307693,14.6
1153,12700,2840.434394904457,14.6
1157,9000,2205.2052173913057,14.6
1158,7550,1669.2788990825698,14.6
1159,13760,3511.113043478259,14.6
1160,26000,10068.8,30
1161,5500,1962.8661417322849,14.6
1164,24800,2825.2161616161625,14.6
1166,15900,5026.411764705883,14.6
1168,8400,1770.371428571429,14.6
1169,58500,6165.050359712231,100
1170,23400,9436.09523809524,14.6
1174,23500,4157.516504854368,14.6
1179,3840,1470.281666666668,14.6
1180,44000,5517.495161290318,14.6
1183,5040,1502.52380952381,14.6
1184,40800,11421.974074074076,14.6
1187,2288,1084.2,14.6
1188,4421,2707.12,14.6
1189,4290,765.0210526315794,14.6
1190,12000,7800.0,3600
1192,13300,5175.599999999999,14.6
1193,24320,4727.309401709398,14.6
1194,32800,6193.5483333333295,14.6
1196,18800,8644.444444444445,200
1197,4470,1204.2014598540154,14.6
1200,25500,4408.506072874492,14.6
1201,21280,3389.440211640209,14.6
1203,24800,3496.632258064516,14.6
1204,45120,5438.544242424239,14.6
1205,6200,1559.8000000000006,14.6
1206,5800,1968.2580645161288,14.6
1207,17920,5248.398780487801,14.6
1210,21300,9095.316666666668,14.6
1211,2800,1197.3200000000002,14.6
1212,6600,2587.0285714285715,14.6
1213,3920,1698.4923076923076,14.6
1216,7400,1777.4526315789474,14.6
1217,4050,742.909352517986,14.6
1219,4480,2831.244444444444,14.6
1220,3920,1573.716279069767,14.6
