account_id,max_credit,avg_credit,min_credit
225,10300,2839.2209090909096,11
227,67038,24026.483720930228,19.6
228,32403,11427.179012345678,12.2
230,26239.5,8975.55,14.2
231,3110,1567.7488372093026,11.1
234,5810,3057.7177215189877,55.1
235,3324,1694.3240506329114,13.4
236,12800,3816.6666666666665,800
237,2910,1565.6603174603174,2.1
238,3351,1780.618181818182,38.8
239,49429,15456.056692913386,2
241,10300,2559.2599999999998,5.9
242,34989,10759.34,10.6
243,49503,16036.003960396036,83.7
244,10100,2085.182051282051,44
245,46772,8958.093902439025,14.7
248,37274,13391.202325581395,74.5
249,26390,9025.699999999999,87.1
251,13436,4761.85238095238,28.7
252,1000,1000.0,1000
253,33464,12128.022222222222,116.1
255,57250,19353.739999999998,124.8
256,28440,10359.03076923077,73.9
257,48963,7814.795652173913,95.4
259,6523,3404.755405405404,14.7
260,11806.5,4089.3,34.9
261,9800,2712.3625,10.9
262,9800,4680.0,200
264,9100,2788.139285714285,13.5
265,6135,2901.2999999999997,19.9
266,74628,26566.833333333325,134.8
267,4847,2666.224324324324,59.2
268,39720,12268.653846153846,24.5
269,12000,2546.391666666667,4.4
270,35636,12760.08085106383,25.8
271,6906,3193.245454545455,17.7
272,29762,10166.3,25.6
273,19802,6335.174747474747,50
274,30597,10821.369879518074,40.7
275,3390,1685.3239999999998,11.8
277,49441,8568.882539682538,61.5
278,31124,11062.8,59.6
279,3007,1595.389411764706,35.6
280,18064.5,6176.191428571427,19.3
281,12550,5336.466666666667,13.4
283,4839,3064.676923076923,3.5
285,29620.5,10495.509523809524,60.2
286,35096,11857.25,17.4
287,4562,2419.730136986302,56.8
288,5315,2923.379487179487,68.2
289,26172,9219.565217391306,39.9
290,48476,12984.854545454546,59.5
296,11200,2205.9359999999997,35.3
297,10700,1481.6750000000002,4.3
299,49659,16404.714285714283,43.1
300,6892,3585.8890243902442,39.3
301,2925,1662.7888888888888,37.8
302,6438,3131.035294117647,23.3
305,4430,3020.0,200
306,8600,2973.8019801980186,21.8
308,13700,3263.6363636363635,400
312,17595,6280.4730769230755,41.1
313,3442,1656.6692307692308,13.4
317,5922,2985.1989247311826,2.4
318,12300,2593.365753424657,34.8
321,5163,2717.0,60.3
322,24969,8817.613541666666,28.6
324,5279,4323.2,500
325,5849,2559.714285714286,19.8
327,23562,8253.83152173913,70.8
329,35763,12177.28,44
331,6682,3314.048387096774,19.9
332,12600,2121.8827586206894,35.2
333,700,700.0,700
334,27558,9999.498863636358,28.3
335,5715,3228.2050000000004,37.8
336,27706,9656.493333333334,44.2
337,44608,12161.53103448276,89.9
338,7700,2021.2354838709678,22.2
340,5774,2907.1922077922077,16
341,22940,6145.725,42.9
342,3498,2665.3333333333335,1000
343,12100,1961.6157894736843,13.5
344,20922,7692.799999999999,75.7
345,24646,8638.83164556962,37.7
346,29902.5,10542.02857142857,62
347,46293,13214.305263157892,16.8
348,27429,9588.125,65.4
350,6309,4372.666666666667,500
352,4351,2182.5459016393443,11.6
353,6676,3775.748275862069,82.5
354,17199,6093.204938271605,11.1
355,17864,5480.231034482759,43.1
356,27624,9467.17,60.9
357,3103,1949.3866666666668,45.2
358,9600,1637.5891566265057,10.4
359,5316,2876.002222222222,52.7
360,36306,13071.253333333334,78.5
361,35457,12705.22978723404,10.4
362,14313,4762.298148148147,24.7
363,49327,15399.82933333333,117.8
365,26490,9043.363291139243,60.6
366,32542.5,9247.300000000001,28.5
368,12621,4144.68969072165,23
370,3113,1678.852307692308,2.2
371,13500,2215.8466666666664,5.4
372,33594,11475.982857142857,53.8
373,14518.5,5053.849999999999,27.2
374,34562,12123.852525252527,68.6
375,5736,2776.6,17.1
376,36775.5,13187.80444444445,64.4
377,47513,13522.254430379746,3.6
379,7100,1998.926315789474,23.2
381,12314,4365.788888888889,29.7
382,3415,2872.0,700
385,3469,1769.4131868131865,12.4
388,15536,5363.488461538462,43
389,9370.5,3328.3436170212763,8.4
390,48765,19813.429411764704,175.3
391,34818,1880.9563909774436,5.3
392,20199,6514.491666666666,43.3
393,37149,13028.387499999999,71.4
395,33081,11850.205434782607,57.9
396,34902,12521.765217391303,84.6
397,46358,16393.918987341774,22.9
399,12300,4700.0,800
400,20666,7320.365517241377,44.3
401,19225.5,6876.650515463917,34.1
403,5563,2925.5462500000003,14.8
404,48572,16922.80697674419,14.4
406,3096,1460.5666666666666,13.7
408,19956,7062.791860465118,27.6
409,15322,5587.7928571428565,60.2
410,5738,3892.0,200
411,27745.5,9894.981443298968,42.2
412,41846,7978.765384615384,25.8
413,5041,2842.366666666667,50.5
414,27102,9258.329166666666,6.3
415,19665,6838.644000000001,43.6
416,5155,4224.0,500
417,49417,12780.671999999997,25.6
418,31318,10942.135294117648,17.3
419,7800,2554.1089887640446,12.8
420,17366,5912.38888888889,15.8
422,37810,13819.542857142853,19.2
423,2913,1546.3735632183907,37
425,9600,3114.8619469026553,28.7
426,49937,14985.173076923076,8.2
427,34622,12218.99,29
428,6614,3398.817582417582,10.7
429,27596,9586.602941176472,53
430,11500,1763.191666666666,3.5
431,27355.5,8448.5,43.8
432,10486,3828.538888888889,32.2
433,40525,3531.6442622950817,45.7
434,400,400.0,400
435,5039,2650.391208791209,26.1
436,11814,4497.391666666667,27
437,32478,11833.608,89.2
439,41361,5098.55,27
441,67095,23280.635526315782,74.7
443,3058,1626.3527472527467,2.2
444,10056,3948.8388888888894,19.9
445,28446,9994.273255813956,11.5
446,36240,13047.589411764708,55.4
447,30945,10493.677777777779,51.8
449,4456,2424.551063829788,52.7
450,4393,2914.590909090909,50
451,12300,1025.493333333334,3.6
452,47199,12104.300000000001,76.3
454,12796.5,4274.203999999999,14.9
455,18764,6548.1568181818175,20.1
456,71746,25819.254736842107,50.9
458,25278,8631.323076923078,42.9
459,13400,2081.818181818182,100
460,5922,3110.3306451612907,45.8
461,6388,3336.9166666666674,44.1
462,31162.5,11170.542105263157,85.1
463,34185,12362.470731707319,63.1
465,19178,6157.491452991453,44.1
466,15000,3750.0,500
467,15374,5364.921111111111,21.2
468,34020,11668.36,49.6
470,11872,4055.436363636364,21.5
471,14962,5242.204761904761,42.4
473,17451,5985.866666666666,30.6
474,9500,2135.9548387096766,11.1
477,24588,8807.342708333332,13.6
478,35496,12563.948333333332,54.3
479,3097,1822.4652173913046,52.4
481,6633,3875.350000000001,36.4
484,14114,5060.063265306124,26.2
485,49112,13264.138095238099,27
486,25257,2618.1294117647058,21
487,47369,13303.326666666666,13.3
488,10400,3600.0,200
489,24537,8735.020224719101,50.7
490,3063,1703.3285714285714,42.6
491,30032,10818.28,85.1
492,11500,3052.522352941177,16.3
493,25694,9254.46029411765,59.8
494,49088,13907.087179487184,58
496,9200,2862.2159292035394,8.3
497,32329.5,11621.538888888888,52.4
498,31353,11416.576,45.3
500,49963,23283.635483870967,73.9
501,44022,10113.641666666668,66.3
503,21804,7220.733333333334,47.1
504,3463,1850.9541176470593,56
505,300,300.0,300
506,24960,7936.478571428571,48.1
507,9800,3119.366666666667,31.7
508,8900,3374.625,23.5
510,47174,10941.386363636366,1.4
511,46970,18353.625,19.7
513,17793,5105.8,30.2
514,18322,6377.125,4.6
515,4126,2051.3148936170205,10.3
516,6747,3288.234782608696,19.8
517,35632,12750.4275,31.5
518,5836,3137.425490196078,70
519,6987,3645.9583333333335,68.6
520,3498,1775.9792207792207,12.5
521,49372,19548.081632653062,133
522,16224,5422.278571428571,29.2
523,17762,6387.859036144578,54.1
524,29116,10401.389393939397,52.1
526,24194,7571.675,40.3
528,300,300.0,300
530,37203,12619.166666666666,54.5
531,3216,1836.1551724137928,45.8
532,42197,5365.554545454546,24.8
533,11716,3990.519565217391,24.3
535,31010,11243.625396825397,32.9
536,5012,3641.3333333333335,900
538,4039,2028.8015873015875,13.4
539,47401,12326.466666666669,50
540,49850,2695.7576923076936,2.8
541,30159,10631.246987951807,57.5
542,4125,2083.2545454545457,18.1
543,9700,1958.518421052632,11.2
544,34184,12375.087096774194,69.6
545,17169,6172.194805194805,24.7
546,4410,2755.0,1100
548,6444,3221.8380952380953,21.2
549,21052,5691.825,15.3
551,44246,2539.1596153846144,5.8
552,5145,2725.536363636364,59
553,37298,2165.272857142857,2.7
554,28644,1959.0341463414634,11.5
555,34002,12330.993103448278,68.7
557,3075,1787.8304347826086,34.8
558,12504,4398.828571428571,34.6
559,5672,2851.9741935483876,14.4
560,14444,4825.697435897436,34
561,400,400.0,400
562,44285,2731.4178343949047,14.6
563,14052,4757.361538461539,12.8
565,5264,3050.839130434782,55.5
567,8500,1411.9166666666667,17.5
568,18446,6469.357777777777,9.9
569,14600,2845.8888888888887,10.2
570,14115,4314.15,41.6
571,4883,3525.6142857142854,64.3
572,29703,10634.376470588235,16.9
573,24417,6835.214285714285,32.8
574,60729,21567.408333333333,13.5
575,13692,4676.5361111111115,11.8
576,6207,3126.3103092783504,20.1
577,17656,6385.444642857144,30.6
580,11895,4201.1882352941175,31.2
581,4890,3426.6666666666665,500
582,4218,2118.5576271186446,16.4
584,9400,2286.6384615384613,33.3
586,40286,2547.5555555555557,31.6
587,11400,4360.0,400
588,11451,3915.707692307692,42.1
590,18132,6438.277272727273,18.2
592,300,300.0,300
593,20817,6870.308333333334,44.3
594,3081,1549.049019607843,10.6
595,200,200.0,200
596,25363.5,9083.03888888889,51.7
597,29710,10656.424324324325,95.7
599,17750,6138.866666666666,66.6
601,3345,1689.6855421686746,11.3
602,9300,2754.922580645161,10.3
603,18423,6562.9375,47.3
604,12618,4658.42105263158,17
607,3124,1724.1097560975609,2.2
608,4635,2547.3589743589746,3.2
609,2956,1598.9762711864407,2.1
610,39326,13935.84655172414,73.3
612,2904,1889.0090909090911,40.8
613,18879,6546.52,63.8
615,3144,1550.7631578947367,10.4
616,6846,3584.124324324323,64.8
617,39108,13114.544444444446,28.3
618,37344,12632.057142857142,92.9
619,48636,15133.866666666667,40.8
620,10900,3914.285714285714,600
621,36849,13224.153333333334,129.3
623,3108,1650.5620689655168,35
624,49629,15970.819642857143,21.9
625,48253,8201.336000000003,15.1
626,9600,3071.121428571428,41.2
627,33524,11989.720833333327,61.5
628,7400,2436.419101123596,16.9
629,4721,2525.3236363636365,9.6
630,12600,1905.9988888888881,6.7
631,9700,1982.0956521739133,13.4
632,3200,2089.172727272727,45.3
633,5036,2479.722222222222,14.6
635,48941,11490.68679245283,1.9
637,9400,2551.681818181818,9.1
638,25971,9041.271052631579,11.1
640,4337,2201.5632183908033,15.9
646,13954,4869.122222222223,27.4
648,26544,9349.308974358975,87.3
649,49215,14937.101333333332,47.5
650,6914,3686.8477272727264,13.6
651,30181.5,10976.263999999997,14
652,20776,7116.963809523809,45
654,6092,3222.716,54.2
655,35438,12838.312087912089,26.6
656,20076,6391.4,32.4
657,8300,2547.6036363636363,13.8
658,4655,2286.7679999999996,14.1
659,900,900.0,900
660,24439.5,8474.320833333333,35.9
662,9200,2691.2749999999996,29.1
664,200,200.0,200
665,13266,4705.256756756756,31.8
669,2921,1424.4333333333334,9.1
674,4675,2314.2424242424245,12.4
676,9700,2637.2684210526313,20
678,11448,3945.2119047619053,26.7
683,34894.5,10805.616666666669,35.9
684,2904,1726.5416666666667,32.7
685,48056,8207.054285714286,55.5
686,15799.5,5524.211224489796,37.2
687,18946.5,6678.325000000001,47.3
688,11900,1916.8892473118283,15.1
689,40746,12613.313636363637,32.5
690,28288,8996.591666666665,66.4
691,7520,2924.265217391304,15.3
692,26656,8677.7125,52.4
693,26434,9243.8671875,81.2
694,6318,2874.9111111111115,17
695,34683,11714.16111111111,36.4
697,33100.5,11862.359574468088,22.8
698,22854,7093.075,7.4
699,49915,15765.926126126127,66.4
700,9100,2304.0186666666664,16.3
701,46345,2039.0596774193548,6.5
702,4220,2225.696296296296,44.9
704,26216,9388.220408163268,50.1
706,27273,9776.023529411765,54.1
708,10300,4833.333333333333,800
709,48167,10972.025,21.3
710,4800,2398.491228070174,14.6
711,15846,5530.5215384615385,30.7
712,44594,22363.15,171.6
713,5670,3946.6666666666665,500
714,5674,2399.36,22.7
715,24172,7529.13,55.4
716,29478,10632.885454545456,18.7
717,30561,10862.74945054945,24.4
719,11400,1665.8402173913048,25
720,10300,3213.0274999999997,29.1
721,3292,1759.441558441558,24.1
725,10500,2476.4285714285716,10.5
726,8319,2839.130120481928,20
728,12110,4243.931034482759,8.9
730,49669,16766.55504587156,62.7
731,4059,2016.824324324324,11.9
732,25399.5,9154.546666666665,83.1
733,49440,16270.507692307696,22.1
734,3410,1652.1052631578948,9.3
737,4497,2270.7239999999997,14
738,35020,12498.296511627905,39.1
739,35418,11969.219999999998,48.8
740,13800,982.8136363636369,2.6
741,44868,3226.622580645162,4.7
742,4263,2273.6,34.9
743,4440,2240.5974025974024,17.2
744,5740,2886.637634408602,15.7
746,5178,2868.502857142858,55.5
747,10400,2263.77476635514,14.4
748,14607,4906.323148148148,52.4
750,25236,8626.297647058822,47.9
751,4350,2306.9626506024097,55.6
753,6661,3983.5285714285715,51.9
754,6248,3384.9352941176476,84.2
756,9800,2420.0,200
757,11622,4185.185057471265,32.6
759,10700,1721.6351851851853,9.7
761,12800,1437.610810810812,3.4
762,5984,3291.776923076923,45.6
763,16689,5527.084313725489,15.2
764,6238,3284.97912087912,73.8
765,400,400.0,400
766,30092,10370.58888888889,36.8
767,28182,9904.588636363636,16.3
770,14086,4598.700000000001,17.5
771,30024,10150.170833333334,28.2
772,36014,13010.13052631579,32
773,19341,6651.731914893618,30.4
774,49556,2492.023489932886,5.9
775,30429,10485.684313725491,45.7
776,29184,10505.04,57.7
778,14100,7466.666666666667,600
779,23526,7664.389999999999,56.2
780,30328,10504.888888888889,21.1
781,3081,1699.0024390243905,33.9
784,34596,12171.746268656716,44.1
786,26200.5,9218.411764705883,61.3
787,10164,3508.246511627906,45.9
788,5473,3091.5727272727268,18.1
789,8538,3179.5086956521745,15.7
790,47493,11823.668965517241,30.9
791,4854,2838.738095238096,56.4
793,3401,1736.3391752577322,15.2
795,14300,3082.958333333334,7.2
797,51394,17450.399999999998,57.2
798,10800,2087.8857142857146,19.7
799,11400,1685.3625000000009,2.1
802,5376,2926.3400000000006,44.6
803,43981,5183.2222222222235,12.1
804,12007.5,4431.4,53.8
805,21366,7406.533333333333,53.6
806,3447,2398.0,300
807,30344,9727.53488372093,56.5
808,23130,5505.576666666669,31.1
809,29427,10719.216666666665,56.8
810,4798,2359.048275862069,11.8
812,29323.5,9250.53,6.6
813,18231,5601.632432432431,35.5
814,6760,2950.971428571429,18
815,2924,1554.158441558441,29.4
816,41561,15032.102040816324,21.1
817,32082,11733.345454545457,40.4
819,28862,10219.071428571426,29.6
820,17059.5,5932.941935483871,33.8
821,10400,2516.104761904762,32.4
822,6911,3045.2428571428572,21.9
824,12165,4390.142857142857,25.4
826,12567,4041.722222222222,30.5
827,3391,2075.6647058823532,42
829,3181,1437.94,11.1
830,24934.5,8971.274468085105,56
831,3437,2827.75,1000
832,3203,2099.0363636363636,38.7
833,5614,3894.616666666667,11.7
836,10782,4077.4307692307684,12
837,32010,11410.95061728395,47.9
838,10400,2370.8333333333335,500
839,36828,12954.237500000001,53.7
840,36630,12930.123809523808,60.3
841,5772,2908.2350649350656,21.9
842,4918,2447.6906976744185,15.6
844,70160,25302.36153846154,18.3
846,43502,18044.1875,2.5
847,8300,1756.6266666666666,17.1
848,13710,4696.971428571429,32.1
849,38593,6462.931818181817,1.3
851,47939,15405.474324324323,11.2
853,24686,8375.085000000001,29.9
854,15608,5670.470731707317,25
855,20649,7156.161643835615,10.3
856,19210,6810.659090909089,40.5
857,4529,2402.9413333333337,49.3
858,34850,11770.645454545454,63.8
860,19777.5,7008.716842105264,29.8
861,27040,9654.806097560973,44.9
862,66500,23734.04375,139.2
863,49748,16921.95,24.7
865,3441,2148.8599999999997,57.3
866,18966,6772.114851485149,37.1
869,10900,3616.6666666666665,500
870,10266,3626.316666666667,10.3
871,37465.5,12606.099999999999,70.2
874,24634,8271.814999999999,20.9
875,6607,3543.147222222222,57.9
877,9800,2946.245,7.8
878,35124,11005.857142857143,9.8
880,700,700.0,700
882,17380.5,6114.474489795917,35.1
883,24633,8536.866233766234,47.4
884,3389,1713.3159999999998,11.4
885,31557,11265.319767441862,22.8
886,27704,9824.740229885057,29
887,4514,2271.057303370787,18.6
888,6107,4338.0,800
890,10700,3748.682857142855,23
891,5997,3935.4727272727278,45.8
892,6177,3215.328409090909,44.2
893,33195,11807.414285714285,69.4
894,6676,3507.925806451613,17.2
895,2966,1460.5809523809523,9.1
896,14703,5295.18947368421,51.1
897,49935,13164.201694915251,72.6
898,26890.5,9180.525,14.5
899,24399,8562.204545454546,32.2
900,13387.5,4416.241333333333,12
901,4618,2332.926229508197,15.6
902,11596,4059.245833333332,5.9
903,7500,1974.5517241379314,14.7
904,27937.5,9974.364705882352,32.2
905,1000,1000.0,1000
907,11700,1722.365048543689,9.8
908,49016,2784.7337500000003,5.4
911,39150,8143.718181818182,9.8
913,20214,6900.231249999999,67.6
914,3448,1838.4154929577462,2.5
915,58041,20681.706250000003,55.7
916,23485.5,7640.65,55.8
917,10639.5,3824.108333333334,0.8
918,11500,4360.0,400
920,5318,2462.922222222222,17.8
921,6622,2920.514285714286,18.2
922,12100,2566.366666666667,11.2
923,5678,2799.8173913043474,22.4
924,10100,1966.706451612903,11
925,27750,9968.703191489358,21.8
926,4714,2113.84,17
928,10263,3613.3495495495495,14.6
929,13240,4551.243750000001,31.5
930,21052,6996.437634408601,38.5
931,8000,2672.582978723404,32.8
932,4756,2281.130769230769,16
933,6583,3650.8666666666672,54.3
935,500,500.0,500
936,4507,2208.419047619048,15.4
937,4435,2514.1655172413793,42.6
939,3163,1606.6454545454549,15.5
940,56756,20623.950000000004,93.6
941,9800,3132.43698630137,21
942,45515,1756.7298611111112,2.6
943,3217,1635.4915789473685,13.7
944,25390,8978.421874999998,56.2
945,36616,10203.022222222222,40.4
946,26212,8967.938461538462,65.3
947,8200,2311.1365384615383,32
949,19802,6692.565217391304,48.1
950,29386,10246.478823529415,17
951,4479,2865.9307692307693,61.7
953,8300,1803.708888888889,17.2
954,9500,2812.5133333333333,17.8
955,20791.5,7692.149999999999,93.7
956,39049,2687.5739999999996,3.6
957,10400,1732.8062499999999,20.8
958,6491,3072.8400000000006,20.4
959,4703,2699.2944444444443,23.3
960,60016,21569.60714285714,100.5
962,16311,5835.6,22.9
963,27759,9065.800000000001,80.8
964,39873,2752.5708860759496,2.2
965,10600,2381.675757575757,15.1
967,48666,12152.28,69.4
968,16341,5507.756666666667,55.2
969,34633,2479.117829457364,4.7
971,13948.5,4698.569230769231,36.9
972,3058,2443.5,600
973,5760,2895.5735849056605,15
974,37137,13376.139130434784,15.9
975,5325,3816.6666666666665,800
976,31423.5,10597.420833333335,12.7
977,21062,7491.836170212764,14.5
978,6556,3490.4701298701293,64.1
979,26871,9623.732978723407,37.8
980,300,300.0,300
981,34638,12239.270454545454,25.8
982,8200,2513.331932773109,18.7
984,16692,5727.5428571428565,30.5
985,3341,1801.6508474576274,43.4
986,6057,2917.011764705883,24.2
987,17661,5995.429999999999,12.8
988,6832,3618.764000000001,36.9
989,5114,2728.169841269841,58.5
990,28608,9964.296874999998,50.5
991,31009.5,11286.642528735634,54.5
992,15946,5318.4571428571435,41.7
994,48266,3380.3877551020414,5.8
995,3445,1965.3689655172411,27.3
998,36912,13367.60649350649,68.4
1000,47022,16926.871578947375,22.4
1002,8600,3042.7,27
1003,31532,10598.57142857143,54.2
1005,51724,18480.56808510638,27.6
1006,11300,1885.1525862068959,47.4
1007,39974,3992.4173913043483,13.5
1008,5902,2639.5714285714284,16
1009,66434,23532.182857142852,124.7
1010,47162,15910.841818181816,1.9
1011,30604,10772.44,49.3
1012,24545,9059.654545454545,74.1
1013,3122,2027.8454545454545,37.5
1014,9600,1429.356,24.3
1016,31846,11282.639506172838,9.4
1017,31737,11255.629310344826,66.7
1018,10600,2039.5808080808079,16.5
1019,29619,10396.69898989899,33.4
1020,7000,1969.1000000000001,11.9
1021,3389,2194.5,1000
1022,43167,7302.5999999999985,1.8
1023,27417,9822.24512195122,58.3
1028,12200,3457.1428571428573,400
1029,39754,14629.421052631578,71.5
1030,6364,3535.595833333333,67.6
1031,25808,9024.173684210527,35.7
1032,74648,26428.936263736265,30.8
1036,36248,12718.334782608696,44.2
1038,3221,1779.2594594594589,36.9
1039,49191,15675.04324324324,39.2
1040,41801,9701.255555555554,79.3
1042,18068,6470.550724637681,30.6
1044,22886,8284.474074074074,70.1
1045,6333,3060.94705882353,17.3
1046,16654.5,5386.441999999999,43.8
1047,9763.5,3472.5408450704226,24.9
1048,5993,3013.611235955057,22.9
1050,37976,13486.762105263151,20.6
1051,19332,6992.4772151898715,32.7
1052,47319,3057.1776595744686,8.5
1053,14678,5026.257142857142,18.7
1054,14475,5045.451485148515,25.5
1055,600,600.0,600
1056,1100,1100.0,1100
1057,4636,2454.3337662337663,47.4
1058,36420,12315.53076923077,69.4
1059,3220,1803.5628571428574,46.3
1060,9500,5500.0,800
1062,34764,12537.287951807233,66.8
1063,11895,4269.337500000001,24.7
1065,35947,2370.239130434782,10.3
1066,38314,14929.75,78.2
1067,49446,20377.41,71.7
1069,4621,2440.483544303798,38
1070,24626,8376.45,22.3
1071,46304,13560.890476190476,69.5
1073,8647.5,3052.1611764705876,5.8
1074,33016,11891.866666666669,65.1
1075,9171,3061.5136363636357,41.4
1076,17966,6163.9724137931025,5.5
1077,45544,2876.02131147541,5
1078,6722,3185.3923076923083,2.2
1079,40524,13927.852380952381,62.7
1080,36613.5,12981.616216216218,21.4
1081,800,800.0,800
1082,5190,3167.8599999999997,69.1
1086,2904,2025.7111111111108,44.8
1087,26812,8738.307142857144,18.8
1088,5600,2974.514492753623,52.1
1089,19872,7153.776666666667,22.6
1090,9477,4300.716666666666,29.3
1091,11500,1374.365957446809,3.4
1092,17980,6428.8,70.5
1094,6023,3913.0,78.3
1097,28545,9334.492857142857,33.8
1098,5784,3023.237142857143,12.6
1100,3239,2604.25,700
1102,10782,3774.6565217391308,20.5
1103,31444,10956.973684210527,66.7
1104,24128,8287.296153846151,71.9
1105,13173,4609.1916666666675,30.9
1106,23844,6090.784615384614,10.2
1107,6390,3219.583950617284,20
1108,4730,2622.525641025641,73.3
1109,26881.5,9569.91111111111,13.4
1111,31050,10940.166666666666,41.3
1112,28228,9937.393749999997,67.5
1113,12703.5,4799.188888888889,22.1
