account_id,avg_balance,max_balance,min_balance,avg_amount,max_amount,min_amout
168,17230.45095238095,23878.8,500,1213.6333333333341,4000,14.6
169,42023.67123287672,59837.7,500,5354.232876712327,19188,11
170,43112.51304347827,67012.8,1000,8380.652173913044,25599,14.6
171,22870.350000000002,33191.9,500,2404.4791666666665,6003,14.6
172,46176.77787234043,78888.7,700,8242.69361702128,46720,7.2
173,38709.829999999994,57865.3,500,6642.553333333333,25970,14.6
174,8433.366666666667,14475.7,900,1608.411111111111,3377,14.3
180,41222.857435897466,82592.4,-2335.4,9780.532307692309,34892,4.4
181,34781.50416666667,52500.8,200,4890.316666666667,16158,14.6
182,200.0,200,200,200.0,200,200
183,31872.803524229075,54266.7,200,4995.01013215859,21963,14.6
184,44791.745,72952,600,9787.6225,29546,14.6
186,63391.79105058375,134788.7,700,13074.183657587548,58200,12
187,16542.04401913877,26230,200,1753.8014354066977,4200,14.6
188,48675.58281250003,82550.1,700,7126.928906250005,29120,14.6
190,33023.5623529412,64866.2,500,4836.006470588233,26334,14.6
192,24884.81428571425,39283.8,300,2375.7133928571407,13450,14.6
193,300.0,300,300,300.0,300,300
194,27604.621052631588,38893.9,400,2502.8947368421054,11000,14.6
196,40249.1349152543,66396.9,400,3535.873220338981,19408,14.6
197,39623.016942148744,75298.8,800,8949.596694214883,32577,14.6
198,21570.345641025644,30570.1,900,1586.6210256410259,12450,14.6
199,3677.0,6654,700,2218.0,2977,700
200,46073.02519083968,75952,900,3929.707633587784,12921,14.6
201,33277.11914893613,53245.2,600,6312.271631205671,23752,14.6
204,13945.725641025649,18396.9,600,1329.1974358974355,2926,14.6
206,28376.76788990828,42634.7,1100,2181.8541284403677,10600,14.6
207,25506.685667752445,36471.1,900,1736.4022801302917,9300,10
208,35903.46249999998,53281.3,700,4831.733928571428,22494,12.1
209,9615.2,16598.8,900,4149.7,12200,17.8
210,37269.06486486484,56026.7,1000,8049.98108108108,25100,14.6
212,56432.36185567014,123282.9,200,17360.845017182124,74385,30
213,51945.37931034482,85656,1000,9272.440229885055,36408,10.4
216,27568.786021505388,36350.6,500,2037.2919354838707,6460,14.6
217,27629.511111111107,48580.7,800,4550.820512820511,16614,14.6
218,38490.05918367348,120827,405.8,11426.44489795918,47030,14.6
219,47819.06046511627,68925.1,500,6454.846511627905,26649,14.6
220,18341.492523364483,31241.3,400,2106.3934579439233,5271,14.6
221,29127.028571428575,56091.6,300,10485.342857142858,32151,6.6
222,58906.877542372946,106491.7,500,14193.976694915262,51614,14.6
223,38185.7025,76631.1,800,9077.680000000004,46867,114.8
224,6876.0,12652,1100,4217.333333333333,5776,1100
225,26306.30625000003,47046.4,1000,2123.5165441176455,10300,2
227,52453.60336134448,119199.9,700,17114.773109243702,67038,14.6
228,39441.936144578314,71047.9,800,7222.917670682737,44960,12.2
230,38719.26379310344,66172.2,600,6325.68448275862,26239.5,14.2
231,16068.384536082483,21135.4,900,1219.9216494845366,3110,11.1
234,17743.160869565243,29550,500,2270.936714975843,6950,14.6
235,21841.86,30632.8,1000,1116.7390909090918,5070,13.4
236,16540.0,21600,900,3040.0,12800,800
237,13858.036363636378,19487.2,900,1032.3863636363642,3100,2.1
238,16516.86528497411,21971.7,500,1346.1305699481873,3351,14.6
239,58808.66200527703,178670.2,300,10172.741952506596,63200,2
241,16571.730000000003,25592.6,500,2559.2599999999998,10300,5.9
242,37614.55384615385,72332.7,500,13014.876923076923,34989,10.6
243,56138.358297872386,144811.1,900,13616.848510638296,63300,30
244,33464.2186968839,57748,800,1236.3328611898007,10100,14.6
245,33763.894350282455,121353.5,-890,8222.503389830523,56400,0.1
248,42679.501063829804,74702.6,700,11860.467021276592,37274,14.6
249,18222.366666666665,27077.1,600,9025.699999999999,26390,87.1
251,37467.94878048779,50696,900,3711.875609756098,13436,14.6
252,1000.0,1000,1000,1000.0,1000,1000
253,49458.56181818181,81559.8,-1212.9,10961.265454545452,47680,1.6
255,48676.850000000006,90268.7,900,17211.45,57250,124.8
256,57390.21511627908,76527.2,1100,8587.455813953486,28440,14.6
257,37715.17631578948,98638,900,8943.039473684208,48963,14.6
259,24529.292035398263,37227.9,600,2128.735840707963,14650,14.6
260,30355.368571428557,43691.1,600,3611.0314285714294,14880,14.6
261,12926.122222222222,20899,200,2499.8777777777777,9800,10.9
262,15081.818181818182,23400,200,3272.7272727272725,9800,200
264,31117.08979591838,41455.1,900,2389.634693877551,9100,13.5
265,20501.331578947367,28570.6,600,2576.1105263157892,6135,14.6
266,72188.19788359782,137653.3,400,18284.422222222234,74628,14.6
267,18686.59425287356,26556.6,500,2009.171264367817,4847,14.6
268,43320.0238095238,105278.6,500,13781.719047619046,42200,14.6
269,20383.584615384618,30443.6,700,2588.976923076923,12000,4.4
270,51973.65416666668,83134.5,1100,9326.809999999998,35636,14.6
271,20651.114285714288,31139,400,2835.0214285714287,6906,14.6
272,25791.014285714286,50228.6,1100,9704.5,29762,25.6
273,30852.824496644298,58036.8,700,4101.974161073826,19802,50
274,37503.205286343626,68093.9,300,7686.825110132164,30597,14.6
275,17094.575471698117,22668.4,800,1169.243396226415,3390,11.8
277,41276.94338235293,126135,500,7739.6294117647085,50100,61.5
278,51307.38684210527,69818.3,700,9268.794736842105,31124,14.6
279,17819.297570850198,24800.6,400,1010.2919028340087,3300,14.6
280,29698.1141955836,50891.6,300,3991.6022082018917,18064.5,14.6
281,19827.714285714286,31930.4,900,5002.685714285714,12550,13.4
283,22291.537499999995,28304.4,800,2300.2166666666662,4839,3.5
285,58677.707692307675,86905.8,600,8960.274725274723,29620.5,14.6
286,45679.724390243915,74623.2,300,10473.609756097558,35096,14.6
287,19607.471296296324,27025,600,1577.929166666666,6300,14.6
288,21710.990909090895,30269.7,900,1843.0727272727272,5315,14.6
289,41146.55534883722,62521.1,300,5726.82046511628,26172,14.6
290,49084.381967213114,89822.2,300,8953.219672131147,48476,14.6
296,18903.531111111108,24521.6,300,1984.7111111111112,11200,14.6
297,15452.105263157891,22592.2,200,1307.157894736842,10700,4.3
299,69824.45238095237,154088.3,600,16075.450793650802,64100,14.6
300,26424.146551724145,43525.1,400,2357.6797413793083,9000,14.6
301,15734.53773584905,22147.7,300,1326.1490566037735,2925,14.6
302,27663.40689655173,37845,6438,2547.9310344827586,6438,14.6
305,4630.0,9060,200,3020.0,4430,200
306,20299.88491379311,34237,1000,2511.506034482756,8600,14.6
308,23466.666666666668,31800,400,2760.0,13700,400
312,33989.37321428569,55326.1,500,5361.091071428572,17595,14.6
313,12659.226315789472,18859.4,700,1403.3631578947368,3442,13.4
317,24452.75358649788,43822.3,800,2194.956540084386,9950,2.4
318,28234.005517241392,42654.6,200,2335.762068965516,12300,14.6
321,23688.370949720662,36467.9,1100,2015.294972067038,9200,14.6
322,36575.50912547531,59676.2,1000,6326.669581749055,24969,14.6
324,11058.0,21616,500,4323.2,5279,500
325,10355.671428571428,17918.1,300,2559.714285714286,5849,19.8
327,42485.98634812291,78969.4,700,4979.675426621164,29400,14.6
329,31707.728571428568,60148.9,1100,11169.485714285713,35763,44
331,25246.061194029844,32991.2,1100,2750.2402985074636,6682,14.6
332,28036.81538461538,37088.6,300,1729.169230769231,12600,14.6
333,700.0,700,700,700.0,700,700
334,48767.32752613246,96670.4,500,5808.506271777007,27558,14.6
335,21676.524444444432,28458.6,1000,2385.2288888888893,5715,14.6
336,38019.6185714286,66275.2,500,7788.72571428571,27706,14.6
337,41055.60793650791,109646.6,200,10806.834920634916,59600,14.6
338,17391.12372881356,27653.7,700,1880.7745762711868,7980,14.6
340,23232.866525423713,34811,1000,1809.9330508474568,10000,14.6
341,18315.725,24582.9,600,6145.725,22940,42.9
342,4498.0,7996,1000,2665.3333333333335,3498,1000
343,19661.733333333323,32200.9,900,1598.05988700565,12100,13.5
344,35614.74428571429,53376.7,600,5261.0485714285705,22900,14.6
345,36226.47289719627,57296.7,200,6130.642523364486,24646,14.6
346,43195.55418181822,79677.1,800,7322.805818181823,40320,14.6
347,42084.311363636334,92571.3,-243.3,10834.715909090908,51900,0.2
348,43454.84999999999,66388,700,9532.671153846151,27429,14.6
350,6809.0,13118,500,4372.666666666667,6309,500
352,20739.91232876714,31553.7,200,1657.6363013698638,4351,11.6
353,34164.832499999975,43656.7,1000,2255.5487500000004,7500,14.6
354,34595.922935779825,51801.5,700,4364.954128440363,17199,11.1
355,29271.528813559315,53102,600,4839.14745762712,22200,30
356,48452.43095238092,68677.9,1000,7522.771428571426,27624,14.6
357,15107.221212121209,19727.1,1000,1242.539393939394,3103,14.6
358,18004.42872340427,30149.2,600,902.1372340425538,9600,10.4
359,18168.685148514855,27211.8,400,2332.5950495049515,5316,14.6
360,51539.625,81925.9,1100,12058.307142857142,36306,14.6
361,57969.27409836066,84468.8,600,7672.53377049181,35457,10.4
362,27957.825294117647,46064.7,900,2920.1376470588225,14313,14.6
363,58617.226285714314,125679.8,1000,12958.169142857148,54200,14.6
365,24871.773381294992,60311.1,200,5080.585971223021,26490,5
366,28961.32857142857,55366,200,10154.828571428572,32542.5,28.5
368,19773.379768786115,40684.7,1100,2283.3026011560673,12621,14.6
370,20723.094607843163,26588.5,700,959.9431372549025,3113,2.2
371,20208.25294117647,31437.6,800,2061.8999999999996,13500,5.4
372,38966.90760869562,71875.3,400,8188.104347826084,34720,14.6
373,29418.296296296285,47618.7,800,4417.300000000001,14518.5,14.6
374,45461.48884120172,85674.4,400,10052.51587982834,63900,14.6
375,23721.82727272727,32838.3,1100,2351.854545454545,5736,14.6
376,41657.929411764686,78468.1,700,9597.0,36775.5,14.6
377,50683.469565217376,137194.1,-1109.4,12953.09254658386,62700,3.6
379,19352.83846153846,25787.4,1100,1457.8307692307692,7100,14.6
381,30511.16225490196,45489.8,1000,3693.410784313724,18560,14.6
382,7530.0,14360,700,2872.0,3415,700
385,22800.57449664427,29891.3,1000,995.0208053691277,5850,12.4
388,24803.49166666668,46257.9,400,4350.801666666665,15536,14.6
389,22570.196062992127,37757.4,300,2367.4405511811005,9370.5,8.4
390,74580.34933333335,144249.8,400,17088.106666666663,54900,14.6
391,33603.970796460184,85896.9,1100,2062.735398230087,34818,5.3
392,33818.22777777777,61192.6,300,6226.027777777777,20199,14.6
393,46728.09259259255,83714.4,500,8957.303703703701,37149,14.6
395,47704.42361111115,78516.8,400,7456.4739583333385,33081,14.6
396,53794.60499999991,78665.4,1000,5942.16578947369,34902,14.6
397,46454.94851485147,110069.3,400,12585.321782178225,46500,14.6
399,14800.0,23500,800,4700.0,12300,800
400,36514.26167400877,59517.6,600,5421.092511013217,20666,14.6
401,28085.372937293723,55988,300,4353.233993399341,19225.5,14.6
403,33417.28724489793,59571.7,600,2088.213775510203,12850,14.6
404,50670.314062499994,94743.6,300,10817.10390625,48572,14.4
406,7606.455555555556,13145.1,700,1460.5666666666666,3096,13.7
408,37409.017916666686,58134.5,400,4856.80125,20000,14.6
409,30181.824999999993,44970,600,5094.929166666668,15322,14.6
410,5938.0,11676,200,3892.0,5738,200
411,41460.04386617099,73216.3,400,6955.98141263941,32640,14.6
412,40768.32037037038,69354.4,700,7154.698148148147,41846,14.6
413,13719.499999999998,20218.4,200,2470.1933333333336,5041,14.6
414,33758.36603773584,63966.4,900,7827.209433962264,27102,6.3
415,32179.430268199223,55738.8,400,5126.350957854407,19665,14.6
416,10810.0,21120,500,4224.0,5155,500
417,36900.14736842104,131920.1,-1427.7,10834.424561403504,61000,14.6
418,45467.531707317044,69296.4,700,8525.851219512195,31318,14.6
419,26700.904864864868,36791,800,2273.038378378377,16100,12.8
420,29952.300000000003,50751.2,500,4772.014814814814,17366,14.6
422,46967.828461538484,82324.4,400,11637.818461538463,37810,19.2
423,17685.16966824645,23683.9,500,1179.9293838862566,5430,14.6
425,24744.284955752202,36448.3,400,2000.0117994100278,9600,14.6
426,57340.50819672131,106259.6,900,11625.122950819672,49937,8.2
427,47641.429940119786,87260.3,700,8474.217964071859,34622,14.6
428,26055.560775862028,45743.9,200,2471.218103448274,6614,10.7
429,38815.75000000003,62001.7,700,7119.368604651161,27596,14.6
430,29445.789285714283,39006.9,900,1639.878571428571,11500,3.5
431,26970.96666666667,50690.9,300,8448.5,27355.5,43.8
432,26903.753301886776,43330.2,500,3153.4117924528277,16200,14.6
433,28121.426890756295,65870.7,500,3358.2226890756288,40525,14.6
434,400.0,400,400,400.0,400,400
435,21261.99403669725,34392.7,400,2078.630275229357,12150,14.6
436,27116.929411764704,39907.5,500,4010.3705882352942,11814,14.6
437,64921.975203252,111106.7,700,6839.912195121956,32478,14.6
439,39053.17878787878,69888.1,300,5395.184848484851,41361,14.6
441,63656.73706563711,125698,900,13443.209652509653,67095,30
443,21073.535273972586,26436.2,500,927.9859589041099,3360,2.2
444,26158.054285714275,33106.2,1100,3258.414285714286,10056,14.6
445,33230.380399999965,69411.4,1100,6674.025999999999,28446,11.5
446,50648.0683794466,90601.2,1100,8548.213043478268,36240,14.6
447,36079.53846153846,69346.5,1100,10511.007692307692,30945,51.8
449,18871.95939849623,29834.8,900,1595.033834586467,10750,14.6
450,16780.280952380952,25089.4,1100,2316.0142857142855,4393,14.6
451,24535.34385964913,31069.2,700,1306.091228070175,12300,3.6
452,52043.38208955219,126478.8,800,9860.78358208955,49000,14.6
454,28086.73177570093,44399.8,700,3678.0766355140177,14080,14.6
455,26066.22499999999,45767.4,500,5334.374999999997,18764,14.6
456,64930.48301158306,139481.6,700,18731.13127413128,71746,14.6
458,41011.78645833335,62678.1,1100,6535.729166666663,25278,14.6
459,17425.531914893618,26500,1000,1744.6808510638298,13400,100
460,19621.4053691275,30562.9,1100,2470.81409395973,7400,14.6
461,33607.26511627907,48020.4,600,2165.836046511626,8100,14.6
462,40305.97924528299,71315.3,400,7825.485849056605,31162.5,14.6
463,53359.422429906524,80344.3,700,8922.52242990654,34185,14.6
465,28408.288188976374,52628.2,700,5567.426377952758,19178,14.6
466,26109.090909090908,37500,500,3554.5454545454545,15000,500
467,27300.937698412676,45587.2,500,3658.896428571426,15374,14.6
468,52958.07727272727,83151.3,400,9322.64090909091,34020,14.6
470,24960.455918367385,38539.2,600,2470.595918367345,11872,14.6
471,26707.45931034481,40323.9,1100,2802.8248275862065,14962,14.6
473,21382.685714285715,35815.6,1100,5730.742857142856,17451,30.6
474,22204.86714285714,28728.2,900,1568.657142857143,9500,11.1
477,41773.95955056175,63215.2,1000,4590.395224719104,24588,13.6
478,44800.17171052632,80469,400,9456.644078947369,36320,14.6
479,14348.972916666671,18738.7,1100,1410.502083333333,3660,14.6
481,25135.268750000007,31756.8,700,2469.071875000001,6633,14.6
484,27000.65303867406,43779.7,600,2576.2071823204406,14114,14.6
485,45338.21917098436,136472.2,300,8516.68756476684,58900,27
486,30920.145614035075,57481.6,900,2587.936842105264,25257,14.6
487,36860.83636363636,103075.3,900,11055.306060606059,47369,13.3
488,18085.714285714286,25200,1000,3600.0,10400,200
489,32027.65537848606,56942.8,900,6078.7657370517945,24537,14.6
490,14949.679999999997,20056.6,500,1316.5687500000001,3063,14.6
491,50375.206896551725,70094,600,8782.689655172413,30032,14.6
492,32519.41229946524,41382.7,500,2627.9967914438494,11500,14.6
493,50247.85974842768,77240.1,800,7625.325157232703,25694,14.6
494,50694.69999999993,127675.2,400,9782.392121212131,54700,14.6
496,22750.044615384646,36367.1,800,2404.6446153846136,9200,8.3
497,54757.71289062501,86566.9,1000,7980.634765625006,46240,14.6
498,58191.89775280895,100577.6,1000,9058.005617977535,40800,14.6
500,76809.75972222217,177018.4,400,19466.679166666672,62500,14.6
501,41729.616071428565,78574.3,900,7310.239285714285,44022,14.6
503,39340.76470588235,62704.6,700,6615.494117647059,21804,14.6
504,22909.56844660195,31411.7,1100,1392.1121359223303,6120,14.6
505,300.0,300,300,300.0,300,300
506,39567.978571428575,58166.4,400,5985.532142857143,24960,14.6
507,23484.291304347826,34828.3,600,2755.6391304347826,9800,14.6
508,8037.125,13498.5,600,3374.625,8900,23.5
510,39528.23775510194,115498.3,986,6452.13605442177,57500,1.4
511,62986.25,119766.7,400,18595.3,58400,14.6
513,14852.3,20423.2,400,5105.8,17793,30.2
514,31921.5725,48213.1,900,5618.387500000002,18322,4.6
515,14803.653921568615,20894.4,200,1762.541176470589,6000,10.3
516,26080.560000000005,36236.2,500,2762.5244444444447,6747,14.6
517,47338.89342723006,82879.2,1100,9258.827230046954,35632,14.6
518,22689.015172413783,31060.9,200,2045.2310344827583,5850,14.6
519,25921.5816216216,36853.9,200,2678.869189189188,13600,14.6
520,18961.781656804735,25403.4,1000,1505.1053254437877,8670,12.5
521,71650.9196581197,139723.2,800,15947.33162393163,53700,14.6
522,31189.395588235293,50100.8,400,4007.0088235294124,16224,14.6
523,48714.191919191966,86176.3,300,4997.060101010099,23100,14.6
524,35825.06129032261,61332.1,1000,7238.368279569893,29116,14.6
526,33841.97647058823,57960,400,7280.8647058823535,24194,14.6
528,300.0,300,300,300.0,300,300
530,25215.875,37803,600,11114.375,37203,54.5
531,15869.678124999997,22521.6,1000,1353.4640625,3216,14.6
532,32859.097142857136,74926.1,900,6075.4914285714285,42197,24.8
533,19330.472727272714,39208.3,400,2936.9214876033056,11716,14.6
535,38132.51277533032,72676.6,800,6018.993832599121,31010,14.6
536,5912.0,10924,900,3641.3333333333335,5012,900
538,14926.840287769788,23337.3,800,1740.14892086331,5300,13.4
539,46211.11274509799,153648.1,-1412.4,10701.753921568632,54100,1.6
540,30561.054935622313,70851.1,300,2861.3248927038603,49850,2.8
541,36737.05639344262,67896.5,200,5686.462622950823,30159,14.6
542,18041.27678571428,26085.9,900,1793.9702380952385,8550,14.6
543,19371.079574468087,27687.4,600,1200.290212765958,9700,11.2
544,44829.54415584412,72327.7,400,9452.944155844154,34184,14.6
545,33736.40858585857,57045.6,900,4636.054545454543,27200,14.6
546,3305.0,5510,1100,2755.0,4410,1100
548,24775.30569948186,36947.6,200,1942.518134715025,9850,14.6
549,16892.825,22767.3,500,5691.825,21052,15.3
551,23887.993121693133,68160.1,800,2717.7597883597864,44246,5.8
552,21788.943809523797,33808.1,900,1910.6376190476178,5145,14.6
553,29550.212605042027,70450.1,300,2328.4193277310915,37298,2.7
554,25605.514516129042,61814.5,800,1849.4580645161288,28644,11.5
555,36674.64813664598,71341,300,6596.337888198762,35800,14.6
557,14143.74583333334,19429.8,600,1383.78125,3075,14.6
558,25699.562962962973,43146.2,900,3637.2518518518523,12504,14.6
559,22014.559670781866,32757.6,300,2127.74403292181,6800,14.4
560,34396.23604651164,50512.9,800,3989.2255813953493,16700,14.6
561,400.0,400,400,400.0,400,400
562,32601.799999999996,70816.7,300,2825.6118881118864,44285,14.6
563,26800.621559633022,45934.5,500,3819.839908256878,14052,12.8
565,28179.07727272726,37363.5,700,2434.356818181819,5264,14.6
567,17513.381818181817,23037,900,1306.5318181818182,8500,14.6
568,34432.29680851065,56751.1,200,5847.545744680848,28300,9.9
569,18034.199999999997,25518.9,300,2601.3,14600,10.2
570,12546.65,17256.6,800,4314.15,14115,41.6
571,15727.181818181818,24615,200,2765.354545454545,4883,14.6
572,41155.9268292683,65746.2,700,5712.5569105691075,29703,14.6
573,26451.455555555553,47249.8,700,6738.5,24417,32.8
574,55010.20580357152,125511.2,900,15875.912946428583,61600,13.5
575,23264.550246305433,39876.7,200,3220.5881773399,13692,11.8
576,24283.20043668122,42772.1,900,2480.3602620087313,12500,14.6
577,29687.739735099338,50679.3,400,4610.733112582779,17656,14.6
580,24667.770967741948,38127.5,500,3976.354838709678,11895,14.6
581,5390.0,10280,500,3426.6666666666665,4890,500
582,14735.406153846165,22993.1,1100,1810.6146153846162,7650,14.6
584,17737.336842105262,24443.6,200,2140.1526315789474,9400,14.6
586,25680.15858585859,61228,900,2608.5393939393957,40286,14.6
587,14433.333333333334,21800,400,4350.0,11400,400
588,27564.94702380951,40269,1000,2375.8726190476173,11451,14.6
590,37208.109756097576,53479.6,1100,5947.065853658538,18132,14.6
592,300.0,300,300,300.0,300,300
593,35570.49999999999,61070.1,800,6513.594736842107,20817,14.6
594,16225.768181818183,24638.5,500,1237.7463636363643,3180,10.6
595,200.0,200,200,200.0,200,200
596,55399.834999999985,90938.3,700,7582.710833333329,35040,14.6
