account_id,avg_balance,max_balance,min_balance,avg_amount
353,34164.832499999975,43656.7,1000,481.86875000000026
354,34595.922935779825,51801.5,700,163.02385321100934
355,29271.528813559315,53102,600,548.1983050847457
356,48452.43095238092,68677.9,1000,1493.5809523809528
357,15107.221212121209,19727.1,1000,529.630303030303
358,18004.42872340427,30149.2,600,61.83368794326248
359,18168.685148514855,27211.8,400,230.17920792079218
360,51539.625,81925.9,1100,1946.6071428571424
361,57969.27409836066,84468.8,600,158.88655737704968
362,27957.825294117647,46064.7,900,105.3223529411767
363,58617.226285714314,125679.8,1000,241.68457142857116
365,24871.773381294992,60311.1,200,59.16726618705045
366,28961.32857142857,55366,200,5697.685714285714
368,19773.379768786115,40684.7,1100,40.59855491329491
370,20723.094607843163,26588.5,700,109.91372549019627
371,20208.25294117647,31437.6,800,1848.4176470588236
372,38966.90760869562,71875.3,400,543.6217391304349
373,29418.296296296285,47618.7,800,823.72962962963
374,45461.48884120172,85674.4,400,250.15708154506467
375,23721.82727272727,32838.3,1100,1434.4181818181821
376,41657.929411764686,78468.1,700,376.9697478991599
377,50683.469565217376,137194.1,-1109.4,317.19440993788834
379,19352.83846153846,25787.4,1100,489.84102564102574
381,30511.16225490196,45489.8,1000,158.7558823529416
382,7530.0,14360,700,2872.0
385,22800.57449664427,29891.3,1000,85.62751677852368
388,24803.49166666668,46257.9,400,297.55500000000023
389,22570.196062992127,37757.4,300,96.05787401574823
390,74580.34933333335,144249.8,400,876.0693333333332
391,33603.970796460184,85896.9,1100,151.13362831858421
392,33818.22777777777,61192.6,300,2459.961111111111
393,46728.09259259255,83714.4,500,307.3274074074075
395,47704.42361111115,78516.8,400,114.49062500000024
396,53794.60499999991,78665.4,1000,121.00473684210537
397,46454.94851485147,110069.3,400,237.6445544554457
399,14800.0,23500,800,4700.0
400,36514.26167400877,59517.6,600,190.1127753303967
401,28085.372937293723,55988,300,49.637953795379694
403,33417.28724489793,59571.7,600,299.98724489795944
404,50670.314062499994,94743.6,300,552.9070312500002
406,7606.455555555556,13145.1,700,1460.5666666666666
408,37409.017916666686,58134.5,400,204.86625000000035
409,30181.824999999993,44970,600,1424.1625000000001
410,5938.0,11676,200,3892.0
411,41460.04386617099,73216.3,400,180.1762081784388
412,40768.32037037038,69354.4,700,528.5574074074075
413,13719.499999999998,20218.4,200,940.6466666666668
414,33758.36603773584,63966.4,900,557.692452830189
415,32179.430268199223,55738.8,400,113.98927203065155
416,10810.0,21120,500,4224.0
417,36900.14736842104,131920.1,-1427.7,376.6912280701756
418,45467.531707317044,69296.4,700,548.1146341463422
419,26700.904864864868,36791,800,184.42864864864887
420,29952.300000000003,50751.2,500,483.4419753086421
422,46967.828461538484,82324.4,400,268.24923076923056
423,17685.16966824645,23683.9,500,95.27914691943144
425,24744.284955752202,36448.3,400,76.56283185840722
426,57340.50819672131,106259.6,900,1149.122950819672
427,47641.429940119786,87260.3,700,305.89461077844356
428,26055.560775862028,45743.9,200,195.09568965517272
429,38815.75000000003,62001.7,700,460.73604651162793
430,29445.789285714283,39006.9,900,1382.7357142857138
431,26970.96666666667,50690.9,300,8448.5
432,26903.753301886776,43330.2,500,97.23443396226438
433,28121.426890756295,65870.7,500,262.4546218487398
434,400.0,400,400,400.0
435,21261.99403669725,34392.7,400,134.0816513761471
436,27116.929411764704,39907.5,500,2338.8882352941177
437,64921.975203252,111106.7,700,375.7024390243902
439,39053.17878787878,69888.1,300,1402.881818181818
441,63656.73706563711,125698,900,219.55714285714282
443,21073.535273972586,26436.2,500,85.69965753424681
444,26158.054285714275,33106.2,1100,803.2485714285718
445,33230.380399999965,69411.4,1100,202.03400000000005
446,50648.0683794466,90601.2,1100,218.94189723320196
447,36079.53846153846,69346.5,1100,4018.7000000000003
449,18871.95939849623,29834.8,900,118.55864661654141
450,16780.280952380952,25089.4,1100,737.3666666666668
451,24535.34385964913,31069.2,700,313.108771929825
452,52043.38208955219,126478.8,800,617.5656716417908
454,28086.73177570093,44399.8,700,316.5065420560751
455,26066.22499999999,45767.4,500,428.00300000000016
456,64930.48301158306,139481.6,700,209.63474903474895
458,41011.78645833335,62678.1,1100,477.22083333333353
459,17425.531914893618,26500,1000,204.25531914893617
460,19621.4053691275,30562.9,1100,117.64899328859076
461,33607.26511627907,48020.4,600,162.24534883720955
462,40305.97924528299,71315.3,400,183.58207547169832
463,53359.422429906524,80344.3,700,551.5205607476636
465,28408.288188976374,52628.2,700,105.22322834645703
466,26109.090909090908,37500,500,3263.6363636363635
467,27300.937698412676,45587.2,500,173.19007936507958
468,52958.07727272727,83151.3,400,1284.9590909090912
470,24960.455918367385,38539.2,600,78.53551020408176
471,26707.45931034481,40323.9,1100,234.03862068965537
473,21382.685714285715,35815.6,1100,4530.742857142856
474,22204.86714285714,28728.2,900,323.18857142857166
477,41773.95955056175,63215.2,1000,159.63230337078664
478,44800.17171052632,80469,400,462.26250000000016
479,14348.972916666671,18738.7,1100,336.0270833333333
481,25135.268750000007,31756.8,700,921.8593750000001
484,27000.65303867406,43779.7,600,163.49558011049737
485,45338.21917098436,136472.2,300,142.801554404145
486,30920.145614035075,57481.6,900,535.4456140350878
487,36860.83636363636,103075.3,900,1038.6272727272728
488,18085.714285714286,25200,1000,3600.0
489,32027.65537848606,56942.8,900,115.7904382470123
490,14949.679999999997,20056.6,500,173.84374999999991
491,50375.206896551725,70094,600,2408.6344827586204
492,32519.41229946524,41382.7,500,147.02352941176497
493,50247.85974842768,77240.1,800,290.4396226415097
494,50694.69999999993,127675.2,400,78.99696969696971
496,22750.044615384646,36367.1,800,83.28153846153872
497,54757.71289062501,86566.9,1000,190.7597656250005
498,58191.89775280895,100577.6,1000,562.7044943820223
500,76809.75972222217,177018.4,400,583.1180555555557
501,41729.616071428565,78574.3,900,1358.5964285714285
503,39340.76470588235,62704.6,700,3578.4823529411765
504,22909.56844660195,31411.7,1100,135.37427184466046
505,300.0,300,300,300.0
506,39567.978571428575,58166.4,400,1950.9464285714287
507,23484.291304347826,34828.3,600,1313.1000000000001
508,8037.125,13498.5,600,3374.625
510,39528.23775510194,115498.3,986,97.80952380952377
511,62986.25,119766.7,400,5876.2
513,14852.3,20423.2,400,5105.8
514,31921.5725,48213.1,900,758.7375000000001
515,14803.653921568615,20894.4,200,127.88627450980401
516,26080.560000000005,36236.2,500,598.7822222222223
517,47338.89342723006,82879.2,1100,318.95868544600955
518,22689.015172413783,31060.9,200,161.78551724137955
519,25921.5816216216,36853.9,200,159.06594594594617
520,18961.781656804735,25403.4,1000,113.24260355029607
521,71650.9196581197,139723.2,800,426.2752136752137
522,31189.395588235293,50100.8,400,458.3970588235295
523,48714.191919191966,86176.3,300,358.41767676767705
524,35825.06129032261,61332.1,1000,143.26290322580667
526,33841.97647058823,57960,400,3408.558823529412
528,300.0,300,300,300.0
530,25215.875,37803,600,7814.375
531,15869.678124999997,22521.6,1000,310.5515625000001
532,32859.097142857136,74926.1,900,669.777142857143
533,19330.472727272714,39208.3,400,97.19256198347111
535,38132.51277533032,72676.6,800,221.96123348017633
536,5912.0,10924,900,3641.3333333333335
538,14926.840287769788,23337.3,800,98.90863309352521
539,46211.11274509799,153648.1,-1412.4,174.54019607843148
540,30561.054935622313,70851.1,300,146.81673819742502
541,36737.05639344262,67896.5,200,99.7242622950821
542,18041.27678571428,26085.9,900,115.67976190476209
543,19371.079574468087,27687.4,600,66.49617021276607
544,44829.54415584412,72327.7,400,511.4116883116883
545,33736.40858585857,57045.6,900,164.54141414141432
546,3305.0,5510,1100,2755.0
548,24775.30569948186,36947.6,200,160.85803108808307
549,16892.825,22767.3,500,5691.825
551,23887.993121693133,68160.1,800,76.65925925925956
552,21788.943809523797,33808.1,900,88.08904761904785
553,29550.212605042027,70450.1,300,218.9605042016807
554,25605.514516129042,61814.5,800,741.5225806451614
555,36674.64813664598,71341,300,66.99378881987595
557,14143.74583333334,19429.8,600,329.5562499999999
558,25699.562962962973,43146.2,900,924.4962962962965
559,22014.559670781866,32757.6,300,55.24855967078218
560,34396.23604651164,50512.9,800,387.5697674418608
561,400.0,400,400,400.0
562,32601.799999999996,70816.7,300,173.21748251748278
563,26800.621559633022,45934.5,500,151.9022935779819
565,28179.07727272726,37363.5,700,755.1568181818184
567,17513.381818181817,23037,900,1003.8772727272728
568,34432.29680851065,56751.1,200,346.5202127659578
569,18034.199999999997,25518.9,300,2521.3
570,12546.65,17256.6,800,4314.15
571,15727.181818181818,24615,200,1721.790909090909
572,41155.9268292683,65746.2,700,166.61056910569124
573,26451.455555555553,47249.8,700,3894.0555555555557
574,55010.20580357152,125511.2,900,299.6433035714287
575,23264.550246305433,39876.7,200,96.75763546798036
576,24283.20043668122,42772.1,900,168.1296943231444
577,29687.739735099338,50679.3,400,125.49072847682142
580,24667.770967741948,38127.5,500,631.4000000000002
581,5390.0,10280,500,3426.6666666666665
582,14735.406153846165,22993.1,1100,112.38384615384605
584,17737.336842105262,24443.6,200,988.9315789473685
586,25680.15858585859,61228,900,170.6121212121214
587,14433.333333333334,21800,400,2916.6666666666665
588,27564.94702380951,40269,1000,48.13690476190495
590,37208.109756097576,53479.6,1100,962.3048780487809
592,300.0,300,300,300.0
593,35570.49999999999,61070.1,800,2164.6894736842105
594,16225.768181818183,24638.5,500,198.6445454545456
595,200.0,200,200,200.0
596,55399.834999999985,90938.3,700,592.0241666666664
597,38390.33571428572,69223.1,300,126.61047619047648
599,12455.533333333333,18416.6,600,6138.866666666666
601,17999.500497512447,27251,300,86.63532338308474
602,18190.3640625,28913,700,182.60312500000006
603,40570.73703703703,55243.1,500,1970.4148148148151
604,33481.439766081894,52004,800,243.0304093567254
607,17995.303296703296,23403.5,600,224.08461538461563
608,19842.729473684212,26732.7,600,190.3031578947371
609,17589.11947368423,24564.2,700,126.18631578947385
610,62666.11755725192,100085.5,800,537.0816793893132
612,11494.759999999998,16222,300,605.3649999999999
613,32960.13846153846,58783.6,600,3451.169230769231
615,14333.636111111105,19751.3,800,469.48611111111103
616,26167.490099009883,37880.6,1100,89.26633663366367
617,41209.899999999994,84236.5,200,3840.8384615384616
618,41969.15,76624.4,700,5022.4400000000005
619,51583.07807017537,128832.8,1100,616.859649122807
620,17472.727272727272,22400,1000,1981.8181818181818
621,51381.75625000003,80504.6,400,1545.3593750000002
623,21183.71338582677,28797.4,200,73.33976377952777
624,59680.02653061229,146488.2,900,280.25795918367345
625,27511.845999999972,117061.9,1000,67.18799999999989
626,32001.51023255816,47746.3,200,171.44697674418623
627,47627.508960573454,83752,600,241.6107526881721
628,30379.964397905766,40878.6,700,180.82774869109974
629,14356.506918238989,24105,500,74.33836477987417
630,18250.22824074075,29485.4,400,82.30601851851863
631,18530.94,28311.5,500,437.4800000000002
632,13750.945833333333,17819.6,400,623.7125
633,17947.306250000005,29794.8,700,470.31458333333353
635,34810.37000000002,126062.4,-1625.6,-2.1944999999998887
637,17811.746153846154,26872.1,800,1582.1923076923074
638,36968.374789915986,59771.3,1000,284.36890756302535
640,24211.37076923077,33909.8,1100,143.62871794871822
646,31230.546428571437,45058,400,453.8839285714288
648,50054.821951219514,86113.4,1100,336.8014634146344
649,49868.67942857142,141725.6,-1594.8,296.28571428571416
650,24732.861864406765,34104.5,1100,183.7957627118646
651,48918.11491228067,74566.5,1100,306.65789473684225
652,42671.14264150945,74038,700,206.2445283018872
654,25954.877966101685,33852.2,200,268.8101694915256
655,52973.40259740261,90460.7,1000,206.99428571428587
656,27833.98461538462,51263.5,500,3154.923076923077
657,28161.965567765554,44955.4,500,131.50989010989036
658,18764.810638297877,25916.6,600,544.4978723404258
659,900.0,900,900,900.0
660,35578.653448275865,65554.5,1100,508.8879310344831
662,26221.131081081072,37699.5,200,116.56554054054087
664,200.0,200,200,200.0
665,38589.51529411767,60581.2,1100,576.838823529412
669,11727.40909090909,17381.3,700,680.5318181818182
674,22976.137878787886,30901.4,300,429.9818181818184
676,26148.01621621621,37547.6,500,257.6837837837841
678,22656.769741697386,43761.9,700,61.65830258302596
683,45585.80526315791,83248.8,700,2398.6736842105256
684,10930.209090909093,15063.7,200,583.4863636363636
685,41438.22388059699,92215.3,200,350.7746268656714
686,26709.43353115727,46100.5,1100,68.65311572700317
687,31775.153124999997,45511.9,1100,803.9187500000005
688,26907.741232227487,37504.3,400,144.60616113744098
689,54884.944262295074,114934,400,480.5393442622951
690,34846.54210526316,66508.6,500,1684.868421052632
691,17634.24761904761,31228.4,1100,277.63095238095246
692,34562.53999999999,61721.6,800,4002.1699999999996
693,42959.78265895955,67730.6,200,224.7046242774569
694,14581.622222222222,25874.2,500,2874.9111111111115
695,47823.83333333334,73893,900,1073.125
697,48518.22635658911,88367.4,200,336.9635658914728
698,27771.0,52915.1,800,3874.46
699,69669.94196428571,168651.4,1000,247.3205357142854
700,19617.418134714997,32079.4,300,108.02694300518148
701,28724.8851162791,92897.4,1100,252.83441860465138
702,15104.873655913998,23337.5,800,79.26129032258059
704,34748.25593749996,62186.2,1000,127.40375000000014
706,44923.85333333334,62899,1000,2076.4666666666667
708,21250.0,28800,800,2450.0
709,37122.70733333335,135379.7,900,243.30266666666662
710,19222.231060606053,25778.8,200,134.6484848484851
711,29748.59345238096,47868.3,300,256.1267857142859
712,56196.04,89452.6,1100,11090.52
713,6170.0,11840,500,3946.6666666666665
714,7427.6,11996.8,600,2399.36
715,30883.307692307695,56591.2,500,4353.176923076923
716,40492.02741935483,71657.7,1000,473.1685483870971
717,41341.857258064476,66147.7,400,227.77096774193583
719,24218.70339805826,32455.5,1100,147.27718446601966
720,24418.41034482758,39328.7,500,228.54367816091985
721,21554.330270270264,27742.6,500,142.71027027027057
725,20506.773913043475,28128.1,200,1113.3391304347826
726,24343.89447513814,37237.3,300,149.48729281767982
728,25083.55217391303,36889.6,500,418.06666666666695
730,56795.08656126474,144653.2,800,119.11660079051389
731,14567.14605263159,20965.1,600,223.2907894736843
732,41911.065517241375,55984.9,600,1683.0137931034483
733,55499.905882352934,132779.9,700,575.9949579831931
734,15751.206451612898,21344.6,300,629.8387096774196
737,21952.498795180712,30734.6,700,161.0753012048196
738,60300.34468749992,100585.7,300,278.2021874999999
739,50994.52432432432,82020.2,1100,1502.5783783783788
740,20616.572881355933,24699,400,390.5728813559319
741,39190.42163742688,81908.9,800,329.3397660818715
742,20484.392215568885,28654.1,400,117.65628742514997
743,22866.937499999996,35695.1,500,173.952272727273
744,21946.407531380733,32938.4,400,73.88744769874502
746,24244.839759036142,31748.4,500,257.57349397590383
747,20295.16130434783,35545.6,1100,77.52913043478281
748,31873.693359374967,59865.1,700,173.58945312500023
750,43724.98584070794,69694.2,1000,234.33318584070807
751,22045.367452830196,31438,900,96.89386792452858
753,17184.48888888889,26395.9,1100,2476.077777777778
754,28740.270526315795,36688.8,800,293.69894736842105
756,31091.666666666668,46400,300,1933.3333333333333
757,38279.40674603171,55305.4,900,195.2257936507939
759,31982.986776859525,51584.8,300,205.83636363636384
761,26879.781250000004,37291.1,300,776.9083333333332
762,19410.27192982456,27165.5,900,397.10877192982474
763,26401.390756302535,47665.5,600,243.6092436974792
764,25916.31428571426,37751.2,1100,88.68095238095265
765,400.0,400,400,400.0
766,44916.38285714286,68678.8,500,1381.034285714286
767,37312.84702380953,60564.3,600,171.61130952380972
770,23568.8,41265.4,800,3548.8300000000004
771,41937.00163934423,71432.7,1100,557.2442622950819
772,54944.43333333336,96066.3,500,193.40110192837454
773,33063.789122806964,53523.7,-2870.7,137.89298245614054
774,35838.18671586719,80747.7,500,99.6785977859781
775,49973.45779220779,77629.3,300,443.75259740259764
