"","loan_id","account_id","date.x","amount","duration","payments","status","n_credit","n_withdrawal","max_credit","avg_credit","sd_credit","min_credit","max_withdrawal","avg_withdrawal","sd_withdrawal","min_withdrawal","avg_amount","sd_amount","avg_balance","max_balance","min_balance","disp_id","client_id","type.x","birthday","gender","age_range","age","district_id","frequency","date.y","name","region","hab","m_hab.499","m_hab500.1999","m_hab2000.9999","m_hab.10000","cities","urban_hab","salary","unemployment95","unemployment96","enterpreneurs_per_hab","crimes95","crimes96","avg_monthly_balance","datediff","credit_per_witdrawal","credit_per_payments","crimes96_per_crime95","loanAmount_per_avgAmount","card_id","type.y","issued","avg_amount_by_duration","cover_loan","n_credits_vs_n_withdrawal","avg_credits_vs_avg_withdrawal","time_before_loan","payments_by_duration","avg_monthly_balance_vs_payments","frequency_numeric","region_numeric","gender_numeric","card_numeric"
"24",5170,1071,940120,253200,60,4220,1,21,17,46304,13560.8904761905,16298.7889979871,69.5,42600,10181.4,12424.9734147762,30,1979.28536585366,18722.0994186891,47302.5463414634,104417.9,800,1286,1286,"OWNER",500313,"f","50_60",48.9687,68,"weekly issuance",930510,"Frydek - Mistek","north Moravia",228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,46825.1695767196,439807,1.33192787594933,3.21348115549537,1.04695002667615,127.924959365723,NA,NA,0,118757.12195122,87140.3317073171,4,3379.49047619048,-9610,253200,-87617.7084720609,3,4,1,0
"25",6721,8475,940121,21072,24,878,1,13,2,9738,3012.85384615385,3766.17600947685,48.5,5700,4150,2192.0310216783,2600,2057.80666666667,4342.03050368746,21575.6866666667,33467,1100,10151,10459,"OWNER",640809,"f","60_70",34.9191,4,"monthly issuance",930908,"Kladno","central Bohemia",149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,19563.465,299312,0.725988878591288,3.4314964079201,1.12356979405034,10.2400290276702,NA,NA,0,49387.36,-49891.0466666667,11,-1137.14615384615,-9213,21072,47878.825,2,1,1,0
"26",7259,11111,940131,108144,36,3004,1,23,32,45740,16822.8260869565,17851.0483457419,35.7,60600,11406.3625,16122.9010432416,14.6,398.570909090909,21829.6021414235,54652.8981818182,123863.4,900,13349,13657,"OWNER",630512,"f","60_70",35.9488,1,"monthly issuance",930520,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,49101.3046873497,309619,1.4748633569165,5.60014183986569,1.15675152024464,271.329385896886,NA,NA,0,14348.5527272727,39142.5490909091,-9,5416.46358695652,-9611,108144,-44694.1425853776,2,5,1,0
"27",5285,1603,940206,78936,12,6578,1,24,27,11416,3975.20833333333,4054.83995737533,24,6300,2622.37037037037,2105.62546067119,14.6,482.372549019608,4574.92527064993,25900.3196078431,40560.3,900,1944,1944,"OWNER",570122,"f","50_60",41.9878,1,"monthly issuance",930509,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,25773.6537460317,370084,1.51588363651771,0.604318688557819,1.15675152024464,163.641152798667,NA,NA,0,5788.47058823529,47247.2098039216,-3,1352.83796296296,-9697,78936,-47373.875665733,2,5,1,0
"28",5189,1166,940207,149040,48,3105,1,20,32,27946,9496.58,10743.711547427,31.1,15900,5026.41176470588,4403.72388916229,14.6,352.474074074074,10176.8112241393,36845.5888888889,62441.6,200,1404,1404,"OWNER",681220,"f","60_70",30.878,11,"monthly issuance",930421,"Praha - zapad","central Bohemia",75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,34581.843015873,258987,1.88933586115695,3.05847987117552,1.01553956834532,422.839609952925,NA,NA,0,16918.7555555556,95275.6555555556,-12,4470.16823529412,-9786,149040,-97539.4014285714,2,1,1,0
"29",6650,8073,940217,49320,12,4110,-1,17,30,45628,15663.0352941176,16806.3449679333,166.4,62700,7831.1875,11840.1021531053,100,319.869387755102,17673.6433806837,46576.2775510204,126833,900,9665,9973,"OWNER",451003,"f","40_50",53.8997,24,"issuance after transaction",930903,"Karlovy Vary","west Bohemia",122603,25,21,6,2,8,80,8991,1.39,2.01,128,5198,5273,42620.3379124579,489214,2.00008431596327,3.81095749248605,1.01442862639477,154.187933850551,NA,NA,0,3838.43265306122,-1094.71020408163,-13,7831.84779411765,-9314,49320,-2861.22943448086,1,8,1,0
"30",7226,10940,940223,197748,36,5493,1,11,5,36216,12363.1454545455,14026.7264635312,68.3,25100,18540,8816.6320100138,5700,2705.9125,19254.8698157765,44735.43125,74413.6,300,13139,13447,"OWNER",700505,"f","70_80",28.9495,50,"monthly issuance",930913,"Svitavy","east Bohemia",102609,75,33,2,3,6,52,8187,4.83,5.45,94,2123,2134,39798.1611111111,239718,0.66683632440914,2.25070916703904,1.00518134715026,73.0799684025259,NA,NA,0,97412.85,55599.71875,6,-6176.85454545455,-9310,197748,-60536.9888888889,2,2,1,0
"31",6087,5313,940227,300660,60,5011,1,24,41,44519,14927.625,17113.8360678099,39.4,48900,7722.47619047619,10876.8395688608,14.6,513.924242424242,17285.9087964651,45854.8909090909,135175.2,800,6417,6417,"OWNER",500107,"m","50_60",48.9893,40,"monthly issuance",930429,"Teplice","north Bohemia",128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,38059.6185491276,440120,1.93301016821646,2.97897126322091,0.988919268959563,585.02786049117,NA,NA,0,30835.4545454545,223969.654545455,-17,7205.14880952381,-9798,300660,-231764.926905418,2,3,2,0
"32",7262,11135,940301,182628,36,5073,1,10,3,23204,7666.09,8850.23182464103,67.1,12600,10333.3333333333,2052.64057577875,8600,3512.37692307692,11034.0778861937,33229.1076923077,52246,500,13379,13687,"OWNER",590523,"m","50_60",39.9477,75,"monthly issuance",931010,"Prerov","north Moravia",138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,28865.2266666667,349778,0.741879677419355,1.51115513502858,1.10878661087866,51.9955585632346,NA,NA,0,126445.569230769,22953.3230769231,7,-2667.24333333333,-9291,182628,-27317.2041025641,2,4,2,0
"33",5519,2694,940308,91632,12,7636,1,27,43,26378,8784.24444444444,9670.99686900251,54.1,18300,4746.80930232558,4192.90829717069,14.6,472.311428571429,9484.3743234087,40976.9428571429,64577.8,700,3251,3251,"OWNER",621228,"f","60_70",36.8772,7,"monthly issuance",930308,"Melnik","central Bohemia",94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289,4846,40144.6444139194,319080,1.85055768727444,1.1503725045108,1.12986710188855,194.007585793877,NA,NA,0,5667.73714285714,44987.32,-16,4037.43514211886,-10000,91632,-45819.6184432234,2,1,1,0
"34",6577,7753,940311,51696,24,2154,1,44,50,46889,16546.9522727273,16358.9679787712,119.6,59600,11894.2,15573.3159043552,14.6,374.532352941176,21241.1719009656,58226.5049019608,124339.4,600,9285,9593,"OWNER",680128,"f","60_70",30.9872,74,"monthly issuance",930208,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,56046.6511827458,260183,1.39117824424739,7.68196484342028,0.9768395272069,138.02812919641,1005,"classic",931107,8988.77647058824,-15519.281372549,-6,4652.75227272727,-10103,51696,13339.4276533341,2,4,1,1
"35",6509,7445,940315,55368,24,2307,1,47,39,48139,9204.86382978723,11645.0015065697,27.2,34100,8239.49019607843,8787.17662090059,14.6,126.679591836735,13447.7477595594,46061.3193877551,113350.7,200,8918,9226,"OWNER",391225,"f","30_40",59.8775,64,"monthly issuance",930318,"Zlin","south Moravia",197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,41119.284137337,549090,1.1171642432645,3.98997131763643,0.951159678858162,437.071190372626,NA,NA,0,3040.31020408163,6266.37040816327,8,965.373633708803,-9997,55368,-11208.4056585813,2,7,1,0
"36",6520,7485,940316,91200,24,3800,1,18,16,34198,10908.2777777778,12526.2785944334,16,22100,9090.76666666667,7610.86326130965,14.6,908.755555555556,14394.2599902569,32558.5333333333,76736.9,700,8965,9273,"OWNER",550826,"f","50_60",43.9174,39,"monthly issuance",930728,"Most","north Bohemia",119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,31294.3315696649,389490,1.19992935444878,2.87059941520468,0.958762886597938,100.357020589818,NA,NA,0,21810.1333333333,36831.3333333333,2,1817.51111111111,-9588,91200,-38095.5350970018,2,3,1,0
"37",6699,8330,940330,7656,24,319,1,36,45,31677,7746.08888888889,11093.951461064,9.2,21700,5389.02666666667,6560.27373577991,14.6,448.802469135802,10984.0300006188,46444.6395061728,73069.1,600,9979,10287,"OWNER",620903,"f","60_70",36.9097,48,"monthly issuance",930328,"Rychnov nad Kneznou","east Bohemia",78955,50,24,8,1,9,59,9060,1.78,2.44,124,1655,1717,42343.8083298112,319427,1.43738180714555,24.2824103099965,1.03746223564955,17.0587296784309,NA,NA,0,10771.2592592593,-49559.8987654321,-9,2357.06222222222,-10002,7656,45459.0675890705,2,2,1,0
"38",6336,6555,940331,212400,36,5900,1,31,37,48828,13977.9419354839,16886.4339978729,71.5,42900,9227.375,11715.4706454975,30,904.523943661972,18249.0486977695,51034.361971831,133215.2,300,7914,7914,"OWNER",661024,"f","60_70",32.8976,38,"weekly issuance",930305,"Louny","north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,49550.1106410256,279307,1.51483406011828,2.36914270092947,1.06370147003392,234.819654568896,NA,NA,0,32562.861971831,128802.776056338,-6,4750.56693548387,-10026,212400,-130287.027387143,3,3,1,0
"39",7055,10079,940406,167100,60,2785,1,33,43,49980,17751.0666666667,16643.6937645814,91.4,49200,11879.8913043478,14240.463194758,14.6,497.59746835443,21140.7984682551,63707.6265822785,143605.7,1100,12088,12396,"OWNER",700117,"f","70_80",28.9883,62,"monthly issuance",930506,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,60786.6320210862,240289,1.4942112020983,6.37381208856972,1.06877528503126,335.813605629073,NA,NA,0,29855.8481012658,73536.5253164557,-10,5871.17536231884,-9900,167100,-76457.519877648,2,7,1,0
"40",6103,5385,940407,149340,60,2489,1,23,32,22404,7546.75217391304,8313.8727511677,32.2,13200,4546.57575757576,3887.91717239371,30,420.326785714286,8513.67877149347,29069.1160714286,53214,500,6499,6499,"OWNER",630201,"m","60_70",35.9799,44,"weekly issuance",930521,"Chrudim","east Bohemia",105606,77,26,7,2,7,53,8254,2.79,3.76,97,2166,2325,28121.8242424242,310206,1.65987604217047,3.03204185372159,1.07340720221607,355.29498731854,NA,NA,0,25219.6071428571,95051.2767857143,-9,3000.17641633729,-9886,149340,-95998.5686147186,3,2,2,0
"41",6202,5891,940418,65184,12,5432,1,30,48,48891,17495.9166666667,18012.9520864386,21.6,39900,8786.19230769231,9085.5058884229,14.6,829.213414634146,18176.2555245034,47426.55,102410.3,900,7127,7127,"OWNER",570929,"m","50_60",41.9071,54,"monthly issuance",930125,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,46968.0268452381,369489,1.99129680457244,3.22089776632302,0.998664601249933,78.609437389239,NA,NA,0,9950.56097560976,7806.88902439024,-18,8709.72435897436,-10293,65184,-8265.41217915214,2,7,2,0
"42",7066,10131,940502,215388,36,5983,-1,10,5,49757,6116.29,15624.452528183,18,11400,6100,3693.23706252388,2600,2044.19333333333,14013.0826350882,32702.7266666667,50757,1000,12156,12464,"OWNER",591217,"m","50_60",39.8783,1,"monthly issuance",931127,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,28125.0666666667,349285,1.00267049180328,1.02227812134381,1.15675152024464,105.365767751909,NA,NA,0,73590.96,109094.313333333,5,16.29,-9375,215388,-113671.973333333,2,5,2,0
"43",6696,8321,940509,89040,60,1484,1,44,43,15843,3735.12272727273,5249.80170650387,25.2,11400,3140.4511627907,3263.21462046627,14.6,336.850574712644,5561.91475555947,30045.4,46550.2,800,9967,10275,"OWNER",700125,"f","70_80",28.9875,77,"monthly issuance",930412,"Vsetin","north Moravia",148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590,30501.8510871272,240384,1.18935864105385,2.51692906150453,1.03757225433526,264.330853750085,NA,NA,0,20211.0344827586,38783.5655172414,1,594.67156448203,-10097,89040,-38327.1144301142,2,4,1,0
"44",6072,5256,940510,193968,36,5388,1,20,9,41783,14309,16108.4560227491,52.4,54200,22822.2222222222,16808.166004786,100,2785.51724137931,23715.5014784946,63579.2172413793,120567.3,800,6349,6349,"OWNER",721203,"m","70_80",26.8797,72,"issuance after transaction",931025,"Olomouc","north Moravia",226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,43848.4570075758,219307,0.626976630963973,2.65571640682999,0.9520264681555,69.6344639762317,NA,NA,0,100278.620689655,30110.1620689655,11,-8513.22222222222,-9485,193968,-49840.9223027691,1,4,2,0
"45",5130,813,940511,24312,12,2026,1,37,36,18231,5601.63243243243,6334.08400305899,35.5,24322,4360.94146341463,5775.93595536583,14.6,364.894871794872,7820.33730147265,29380.8397435897,48277.9,1100,976,976,"OWNER",551119,"f","50_60",43.8881,16,"monthly issuance",930210,"Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,29046.8002083333,389392,1.28450071605555,2.76487286892025,1.02081109925293,66.6274093697517,NA,NA,0,4378.73846153846,-9447.5782051282,1,1240.6909690178,-10301,24312,9113.5386698718,2,6,1,0
"46",5568,2933,940517,272520,60,4542,1,34,45,42400,13755.7529411765,14316.9537454246,13.3,56700,8753.708,11896.8683951606,14.6,357.264285714286,16988.1505737824,44602.6416666667,121891.4,1100,3542,3542,"OWNER",390902,"m","30_40",59.9098,10,"monthly issuance",930618,"Praha - vychod","central Bohemia",92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,38933.8913558201,549615,1.57142012746786,3.02856735825109,1.13280839895013,762.796649139293,NA,NA,0,21435.8571428571,206481.501190476,-11,5002.04494117647,-9899,272520,-212150.251501323,2,1,2,0
